date,commodity,region,minimum_price,maximum_price,modal_price,market_arrivals_tonnes,market_supply_level,rainfall_mm,temperature_c,humidity_pct,predicted_demand_kg
2024-03-22,Potato,Deoghar,16.99,20.69,18.71,59.5,MODERATE,0.51,19.5,47.6,66982.0
2024-03-22,Potato,Dumka,15.16,18.32,16.63,42.2,LOW,0.51,19.5,47.6,37720.0
2024-03-22,Onion,Ranchi,21.82,28.9,25.11,151.2,MODERATE,0.51,19.5,47.6,152177.0
2024-03-22,Onion,Jamshedpur,27.13,32.98,29.85,107.4,LOW,0.51,19.5,47.6,93137.0
2024-03-22,Onion,Dhanbad,25.83,33.72,29.5,97.3,MODERATE,0.51,19.5,47.6,89879.0
2024-03-22,Onion,Bokaro,24.66,32.62,28.36,81.7,MODERATE,0.51,19.5,47.6,72396.0
2024-03-22,Onion,Hazaribagh,21.74,29.19,25.21,64.5,MODERATE,0.51,19.5,47.6,55835.0
2024-03-22,Onion,Deoghar,23.99,32.01,27.72,54.8,MODERATE,0.51,19.5,47.6,48552.0
2024-03-22,Onion,Dumka,19.81,23.77,21.65,44.8,LOW,0.51,19.5,47.6,41098.0
2024-03-22,Green Chilli,Ranchi,31.09,42.74,36.51,205.3,HIGH,0.51,19.5,47.6,194589.0
2024-03-22,Green Chilli,Jamshedpur,38.45,46.72,42.3,138.3,HIGH,0.51,19.5,47.6,147610.0
2024-03-22,Green Chilli,Dhanbad,33.84,44.81,38.94,123.6,HIGH,0.51,19.5,47.6,123352.0
2024-03-22,Green Chilli,Bokaro,40.97,55.09,47.54,97.2,HIGH,0.51,19.5,47.6,98394.0
2024-03-22,Green Chilli,Hazaribagh,38.4,51.32,44.41,83.6,HIGH,0.51,19.5,47.6,80892.0
2024-03-22,Green Chilli,Deoghar,38.58,49.95,43.87,64.9,MODERATE,0.51,19.5,47.6,65446.0
2024-03-22,Green Chilli,Dumka,25.37,35.41,30.04,77.9,HIGH,0.51,19.5,47.6,82455.0
2024-03-23,Tomato,Ranchi,9.42,12.66,10.93,249.5,HIGH,1.89,20.3,41.4,224646.0
2024-03-23,Tomato,Jamshedpur,11.05,14.9,12.84,215.7,HIGH,1.89,20.3,41.4,234124.0
2024-03-23,Tomato,Dhanbad,17.55,22.16,19.69,135.3,HIGH,1.89,20.3,41.4,153536.0
2024-03-23,Tomato,Bokaro,11.07,15.52,13.14,140.0,HIGH,1.89,20.3,41.4,128720.0
2024-03-23,Tomato,Hazaribagh,9.99,11.91,10.88,102.6,HIGH,1.89,20.3,41.4,104792.0
2024-03-23,Tomato,Deoghar,14.27,17.82,15.92,112.7,HIGH,1.89,20.3,41.4,120277.0
2024-03-23,Tomato,Dumka,10.4,12.55,11.4,80.1,HIGH,1.89,20.3,41.4,88835.0
2024-03-23,Potato,Ranchi,15.44,19.97,17.55,205.5,HIGH,1.89,20.3,41.4,187018.0
2024-03-23,Potato,Jamshedpur,17.66,24.05,20.63,111.8,MODERATE,1.89,20.3,41.4,100499.0
2024-03-23,Potato,Dhanbad,19.73,23.62,21.54,97.4,MODERATE,1.89,20.3,41.4,109999.0
2024-03-23,Potato,Bokaro,18.02,24.36,20.97,84.1,MODERATE,1.89,20.3,41.4,78145.0
2024-03-23,Potato,Hazaribagh,13.2,17.8,15.34,63.9,MODERATE,1.89,20.3,41.4,72829.0
2024-03-23,Potato,Deoghar,16.37,20.39,18.24,70.4,HIGH,1.89,20.3,41.4,80256.0
2024-03-23,Potato,Dumka,15.71,19.97,17.69,49.3,MODERATE,1.89,20.3,41.4,43521.0
2024-03-23,Onion,Ranchi,28.26,35.95,31.84,168.6,HIGH,1.89,20.3,41.4,163847.0
2024-03-23,Onion,Jamshedpur,26.23,36.7,31.1,125.7,MODERATE,1.89,20.3,41.4,117777.0
2024-03-23,Onion,Dhanbad,26.76,36.8,31.43,100.8,MODERATE,1.89,20.3,41.4,111783.0
2024-03-23,Onion,Bokaro,26.34,33.76,29.79,95.4,HIGH,1.89,20.3,41.4,86405.0
2024-03-23,Onion,Hazaribagh,24.95,32.54,28.48,54.9,LOW,1.89,20.3,41.4,52970.0
2024-03-23,Onion,Deoghar,25.36,30.9,27.94,66.6,HIGH,1.89,20.3,41.4,61011.0
2024-03-23,Onion,Dumka,28.33,39.77,33.65,46.6,MODERATE,1.89,20.3,41.4,43521.0
2024-03-23,Green Chilli,Ranchi,36.31,49.06,42.24,163.3,MODERATE,1.89,20.3,41.4,184079.0
2024-03-23,Green Chilli,Jamshedpur,34.06,46.49,39.84,149.9,HIGH,1.89,20.3,41.4,145593.0
2024-03-23,Green Chilli,Dhanbad,45.42,53.93,49.38,101.0,MODERATE,1.89,20.3,41.4,100630.0
2024-03-23,Green Chilli,Bokaro,28.67,39.35,33.64,95.2,HIGH,1.89,20.3,41.4,81147.0
2024-03-23,Green Chilli,Hazaribagh,41.67,53.73,47.28,100.5,HIGH,1.89,20.3,41.4,96618.0
2024-03-23,Green Chilli,Deoghar,32.24,39.87,35.79,64.1,MODERATE,1.89,20.3,41.4,59306.0
2024-03-23,Green Chilli,Dumka,35.44,44.27,39.55,65.3,HIGH,1.89,20.3,41.4,62886.0
2024-03-24,Tomato,Ranchi,5.2,6.92,6.0,236.3,HIGH,4.31,25.1,43.5,237039.0
2024-03-24,Tomato,Jamshedpur,13.36,17.71,15.38,202.4,HIGH,4.31,25.1,43.5,220827.0
2024-03-24,Tomato,Dhanbad,14.75,20.42,17.39,175.9,HIGH,4.31,25.1,43.5,193738.0
2024-03-24,Tomato,Bokaro,11.38,15.74,13.41,132.1,HIGH,4.31,25.1,43.5,125003.0
2024-03-24,Tomato,Hazaribagh,6.48,8.29,7.32,119.9,HIGH,4.31,25.1,43.5,128877.0
2024-03-24,Tomato,Deoghar,12.25,15.16,13.6,97.4,HIGH,4.31,25.1,43.5,108577.0
2024-03-24,Tomato,Dumka,16.49,20.58,18.39,89.8,HIGH,4.31,25.1,43.5,88524.0
2024-03-24,Potato,Ranchi,15.9,21.1,18.32,153.6,MODERATE,4.31,25.1,43.5,162514.0
2024-03-24,Potato,Jamshedpur,19.48,26.27,22.64,148.6,HIGH,4.31,25.1,43.5,158481.0
2024-03-24,Potato,Dhanbad,19.48,23.55,21.37,104.6,MODERATE,4.31,25.1,43.5,92619.0
2024-03-24,Potato,Bokaro,16.55,22.59,19.36,83.6,MODERATE,4.31,25.1,43.5,75600.0
2024-03-24,Potato,Hazaribagh,14.49,17.87,16.06,76.2,MODERATE,4.31,25.1,43.5,76587.0
2024-03-24,Potato,Deoghar,18.24,23.09,20.5,65.0,MODERATE,4.31,25.1,43.5,59469.0
2024-03-24,Potato,Dumka,13.5,16.36,14.83,53.7,MODERATE,4.31,25.1,43.5,46211.0
2024-03-24,Onion,Ranchi,26.82,35.33,30.78,143.0,MODERATE,4.31,25.1,43.5,122307.0
2024-03-24,Onion,Jamshedpur,30.24,38.46,34.06,111.1,MODERATE,4.31,25.1,43.5,96054.0
2024-03-24,Onion,Dhanbad,25.94,34.91,30.11,116.4,HIGH,4.31,25.1,43.5,106774.0
2024-03-24,Onion,Bokaro,29.19,34.98,31.88,68.4,LOW,4.31,25.1,43.5,67185.0
2024-03-24,Onion,Hazaribagh,26.09,33.06,29.33,69.6,MODERATE,4.31,25.1,43.5,72306.0
2024-03-24,Onion,Deoghar,25.2,30.81,27.81,62.5,MODERATE,4.31,25.1,43.5,53625.0
2024-03-24,Onion,Dumka,22.44,31.0,26.42,48.9,MODERATE,4.31,25.1,43.5,53591.0
2024-03-24,Green Chilli,Ranchi,35.16,45.07,39.77,166.2,HIGH,4.31,25.1,43.5,160509.0
2024-03-24,Green Chilli,Jamshedpur,44.9,58.03,51.01,151.4,HIGH,4.31,25.1,43.5,149359.0
2024-03-24,Green Chilli,Dhanbad,45.95,56.68,50.94,118.5,HIGH,4.31,25.1,43.5,125962.0
2024-03-24,Green Chilli,Bokaro,49.48,58.81,53.82,104.6,HIGH,4.31,25.1,43.5,94257.0
2024-03-24,Green Chilli,Hazaribagh,38.49,53.93,45.67,88.4,HIGH,4.31,25.1,43.5,90916.0
2024-03-24,Green Chilli,Deoghar,41.08,54.41,47.28,86.6,HIGH,4.31,25.1,43.5,79068.0
2024-03-24,Green Chilli,Dumka,33.85,42.95,38.08,60.7,HIGH,4.31,25.1,43.5,58487.0
2024-03-25,Tomato,Ranchi,14.64,17.67,16.05,255.7,HIGH,0.02,24.0,31.4,267907.0
2024-03-25,Tomato,Jamshedpur,14.49,18.74,16.47,240.4,HIGH,0.02,24.0,31.4,215384.0
2024-03-25,Tomato,Dhanbad,11.09,15.43,13.11,166.6,HIGH,0.02,24.0,31.4,144510.0
2024-03-25,Tomato,Bokaro,12.29,16.7,14.34,141.8,HIGH,0.02,24.0,31.4,127599.0
2024-03-25,Tomato,Hazaribagh,8.11,11.08,9.49,108.8,HIGH,0.02,24.0,31.4,113913.0
2024-03-25,Tomato,Deoghar,8.67,11.86,10.15,86.4,HIGH,0.02,24.0,31.4,95782.0
2024-03-25,Tomato,Dumka,14.38,17.78,15.96,88.8,HIGH,0.02,24.0,31.4,78747.0
2024-03-25,Potato,Ranchi,16.55,20.42,18.35,171.7,HIGH,0.02,24.0,31.4,190553.0
2024-03-25,Potato,Jamshedpur,18.56,22.18,20.24,96.0,LOW,0.02,24.0,31.4,107956.0
2024-03-25,Potato,Dhanbad,18.29,21.75,19.9,127.7,HIGH,0.02,24.0,31.4,142934.0
2024-03-25,Potato,Bokaro,16.01,21.26,18.45,83.3,MODERATE,0.02,24.0,31.4,90714.0
2024-03-25,Potato,Hazaribagh,14.85,18.32,16.46,86.7,HIGH,0.02,24.0,31.4,78952.0
2024-03-25,Potato,Deoghar,15.99,21.04,18.34,53.1,LOW,0.02,24.0,31.4,56422.0
2024-03-25,Potato,Dumka,15.04,18.85,16.81,51.9,MODERATE,0.02,24.0,31.4,57489.0
2024-03-25,Onion,Ranchi,22.87,31.64,26.95,172.4,HIGH,0.02,24.0,31.4,159609.0
2024-03-25,Onion,Jamshedpur,25.15,32.89,28.75,134.7,HIGH,0.02,24.0,31.4,131179.0
2024-03-25,Onion,Dhanbad,26.23,32.25,29.03,74.5,LOW,0.02,24.0,31.4,75262.0
2024-03-25,Onion,Bokaro,27.66,33.38,30.32,88.9,HIGH,0.02,24.0,31.4,101480.0
2024-03-25,Onion,Hazaribagh,20.99,28.56,24.51,72.4,MODERATE,0.02,24.0,31.4,72586.0
2024-03-25,Onion,Deoghar,23.66,30.6,26.89,71.5,HIGH,0.02,24.0,31.4,65171.0
2024-03-25,Onion,Dumka,24.62,30.68,27.44,49.2,MODERATE,0.02,24.0,31.4,45846.0
2024-03-25,Green Chilli,Ranchi,31.27,43.35,36.89,170.4,HIGH,0.02,24.0,31.4,156564.0
2024-03-25,Green Chilli,Jamshedpur,32.96,41.24,36.81,153.9,HIGH,0.02,24.0,31.4,132452.0
2024-03-25,Green Chilli,Dhanbad,28.43,37.61,32.7,128.2,HIGH,0.02,24.0,31.4,130079.0
2024-03-25,Green Chilli,Bokaro,43.56,59.47,50.96,93.8,HIGH,0.02,24.0,31.4,93419.0
2024-03-25,Green Chilli,Hazaribagh,31.06,41.89,36.1,89.5,HIGH,0.02,24.0,31.4,79682.0
2024-03-25,Green Chilli,Deoghar,30.24,38.84,34.24,80.2,HIGH,0.02,24.0,31.4,79008.0
2024-03-25,Green Chilli,Dumka,29.87,35.55,32.51,58.9,HIGH,0.02,24.0,31.4,50243.0
2024-03-26,Tomato,Ranchi,14.93,20.99,17.75,279.1,HIGH,0.0,21.5,42.5,265427.0
2024-03-26,Tomato,Jamshedpur,9.51,12.75,11.02,205.1,HIGH,0.0,21.5,42.5,226048.0
2024-03-26,Tomato,Dhanbad,13.7,17.06,15.26,150.6,HIGH,0.0,21.5,42.5,128549.0
2024-03-26,Tomato,Bokaro,14.22,18.73,16.32,157.6,HIGH,0.0,21.5,42.5,179300.0
2024-03-26,Tomato,Hazaribagh,7.96,10.01,8.91,140.5,HIGH,0.0,21.5,42.5,133539.0
2024-03-26,Tomato,Deoghar,14.65,18.52,16.45,106.2,HIGH,0.0,21.5,42.5,94731.0
2024-03-26,Tomato,Dumka,12.68,15.87,14.16,94.4,HIGH,0.0,21.5,42.5,84923.0
2024-03-26,Potato,Ranchi,15.46,20.77,17.93,116.4,LOW,0.0,21.5,42.5,123776.0
2024-03-26,Potato,Jamshedpur,18.06,22.58,20.16,152.9,HIGH,0.0,21.5,42.5,137173.0
2024-03-26,Potato,Dhanbad,16.87,20.65,18.63,114.8,HIGH,0.0,21.5,42.5,108562.0
2024-03-26,Potato,Bokaro,17.28,20.66,18.85,69.7,LOW,0.0,21.5,42.5,62626.0
2024-03-26,Potato,Hazaribagh,15.42,20.41,17.74,72.0,MODERATE,0.0,21.5,42.5,78314.0
2024-03-26,Potato,Deoghar,17.56,21.45,19.37,68.5,HIGH,0.0,21.5,42.5,64077.0
2024-03-26,Potato,Dumka,12.9,15.89,14.29,60.7,HIGH,0.0,21.5,42.5,53948.0
2024-03-26,Onion,Ranchi,24.29,33.53,28.59,145.3,MODERATE,0.0,21.5,42.5,151858.0
2024-03-26,Onion,Jamshedpur,26.19,35.2,30.38,101.3,LOW,0.0,21.5,42.5,89464.0
2024-03-26,Onion,Dhanbad,26.49,34.98,30.44,76.9,LOW,0.0,21.5,42.5,77426.0
2024-03-26,Onion,Bokaro,25.74,33.29,29.25,87.9,MODERATE,0.0,21.5,42.5,91164.0
2024-03-26,Onion,Hazaribagh,19.27,24.8,21.84,63.9,MODERATE,0.0,21.5,42.5,66513.0
2024-03-26,Onion,Deoghar,25.1,33.62,29.06,63.5,MODERATE,0.0,21.5,42.5,53999.0
2024-03-26,Onion,Dumka,20.81,26.51,23.46,48.0,MODERATE,0.0,21.5,42.5,52888.0
2024-03-26,Green Chilli,Ranchi,37.26,47.27,41.92,156.4,MODERATE,0.0,21.5,42.5,167476.0
2024-03-26,Green Chilli,Jamshedpur,38.6,49.78,43.8,116.7,MODERATE,0.0,21.5,42.5,127652.0
2024-03-26,Green Chilli,Dhanbad,41.42,57.63,48.96,111.2,HIGH,0.0,21.5,42.5,107743.0
2024-03-26,Green Chilli,Bokaro,31.23,37.74,34.26,88.0,MODERATE,0.0,21.5,42.5,88654.0
2024-03-26,Green Chilli,Hazaribagh,36.81,50.12,43.0,81.9,HIGH,0.0,21.5,42.5,73772.0
2024-03-26,Green Chilli,Deoghar,41.21,50.41,45.49,55.2,MODERATE,0.0,21.5,42.5,58812.0
2024-03-26,Green Chilli,Dumka,35.19,43.42,39.02,67.2,HIGH,0.0,21.5,42.5,59787.0
2024-03-27,Tomato,Ranchi,10.56,13.65,12.0,264.9,HIGH,0.0,21.5,47.8,278181.0
2024-03-27,Tomato,Jamshedpur,14.53,19.22,16.71,181.6,HIGH,0.0,21.5,47.8,201687.0
2024-03-27,Tomato,Dhanbad,14.08,19.75,16.72,168.3,HIGH,0.0,21.5,47.8,150099.0
2024-03-27,Tomato,Bokaro,15.34,20.78,17.87,101.7,HIGH,0.0,21.5,47.8,115020.0
2024-03-27,Tomato,Hazaribagh,10.55,13.15,11.76,105.6,HIGH,0.0,21.5,47.8,100116.0
2024-03-27,Tomato,Deoghar,7.95,10.04,8.92,109.9,HIGH,0.0,21.5,47.8,105722.0
2024-03-27,Tomato,Dumka,13.44,18.49,15.79,74.4,HIGH,0.0,21.5,47.8,63475.0
2024-03-27,Potato,Ranchi,15.05,19.61,17.17,155.1,MODERATE,0.0,21.5,47.8,152794.0
2024-03-27,Potato,Jamshedpur,20.01,24.68,22.18,125.1,MODERATE,0.0,21.5,47.8,109730.0
2024-03-27,Potato,Dhanbad,18.02,22.53,20.12,112.2,HIGH,0.0,21.5,47.8,95741.0
2024-03-27,Potato,Bokaro,18.73,23.74,21.06,96.1,HIGH,0.0,21.5,47.8,107042.0
2024-03-27,Potato,Hazaribagh,12.79,17.56,15.01,92.8,HIGH,0.0,21.5,47.8,94386.0
2024-03-27,Potato,Deoghar,16.11,21.49,18.61,75.9,HIGH,0.0,21.5,47.8,72762.0
2024-03-27,Potato,Dumka,13.79,18.86,16.15,46.3,MODERATE,0.0,21.5,47.8,43821.0
2024-03-27,Onion,Ranchi,22.13,30.77,26.15,145.2,MODERATE,0.0,21.5,47.8,123789.0
2024-03-27,Onion,Jamshedpur,27.1,36.13,31.3,126.1,MODERATE,0.0,21.5,47.8,125196.0
2024-03-27,Onion,Dhanbad,25.24,31.76,28.27,102.9,MODERATE,0.0,21.5,47.8,98311.0
2024-03-27,Onion,Bokaro,22.57,30.68,26.34,98.9,HIGH,0.0,21.5,47.8,93497.0
2024-03-27,Onion,Hazaribagh,21.38,27.94,24.43,76.2,MODERATE,0.0,21.5,47.8,73345.0
2024-03-27,Onion,Deoghar,20.43,28.57,24.22,60.8,MODERATE,0.0,21.5,47.8,68209.0
2024-03-27,Onion,Dumka,24.01,29.22,26.43,52.7,MODERATE,0.0,21.5,47.8,52759.0
2024-03-27,Green Chilli,Ranchi,36.48,44.73,40.32,189.7,HIGH,0.0,21.5,47.8,173762.0
2024-03-27,Green Chilli,Jamshedpur,31.54,42.44,36.61,125.2,MODERATE,0.0,21.5,47.8,116491.0
2024-03-27,Green Chilli,Dhanbad,26.87,35.41,30.84,114.2,HIGH,0.0,21.5,47.8,104357.0
2024-03-27,Green Chilli,Bokaro,38.37,46.24,42.03,87.4,MODERATE,0.0,21.5,47.8,89493.0
2024-03-27,Green Chilli,Hazaribagh,20.49,25.26,22.71,90.8,HIGH,0.0,21.5,47.8,103019.0
2024-03-27,Green Chilli,Deoghar,33.12,42.62,37.54,89.8,HIGH,0.0,21.5,47.8,76342.0
2024-03-27,Green Chilli,Dumka,38.39,51.23,44.36,55.9,HIGH,0.0,21.5,47.8,58061.0
2024-03-28,Tomato,Ranchi,14.33,18.75,16.39,281.1,HIGH,0.0,22.2,43.3,282073.0
2024-03-28,Tomato,Jamshedpur,14.08,17.77,15.8,148.6,HIGH,0.0,22.2,43.3,126724.0
2024-03-28,Tomato,Dhanbad,13.43,17.56,15.35,153.2,HIGH,0.0,22.2,43.3,162577.0
2024-03-28,Tomato,Bokaro,10.94,12.98,11.89,152.9,HIGH,0.0,22.2,43.3,132692.0
2024-03-28,Tomato,Hazaribagh,11.51,15.45,13.34,129.5,HIGH,0.0,22.2,43.3,135833.0
2024-03-28,Tomato,Deoghar,12.88,17.31,14.94,116.5,HIGH,0.0,22.2,43.3,124818.0
2024-03-28,Tomato,Dumka,9.02,11.39,10.12,90.3,HIGH,0.0,22.2,43.3,91048.0
2024-03-28,Potato,Ranchi,16.68,20.76,18.58,170.3,HIGH,0.0,22.2,43.3,184679.0
2024-03-28,Potato,Jamshedpur,16.82,21.38,18.94,149.4,HIGH,0.0,22.2,43.3,140414.0
2024-03-28,Potato,Dhanbad,19.07,23.98,21.35,113.3,HIGH,0.0,22.2,43.3,106965.0
2024-03-28,Potato,Bokaro,17.6,22.33,19.8,98.2,HIGH,0.0,22.2,43.3,84575.0
2024-03-28,Potato,Hazaribagh,12.34,17.33,14.66,85.7,HIGH,0.0,22.2,43.3,96245.0
2024-03-28,Potato,Deoghar,15.12,18.91,16.88,74.8,HIGH,0.0,22.2,43.3,83511.0
2024-03-28,Potato,Dumka,13.67,18.98,16.14,59.0,HIGH,0.0,22.2,43.3,64960.0
2024-03-28,Onion,Ranchi,23.63,29.24,26.24,140.7,MODERATE,0.0,22.2,43.3,132294.0
2024-03-28,Onion,Jamshedpur,27.7,34.56,30.89,127.8,MODERATE,0.0,22.2,43.3,138936.0
2024-03-28,Onion,Dhanbad,23.47,32.24,27.55,125.4,HIGH,0.0,22.2,43.3,129301.0
2024-03-28,Onion,Bokaro,23.75,28.85,26.12,73.4,MODERATE,0.0,22.2,43.3,78777.0
2024-03-28,Onion,Hazaribagh,22.15,31.14,26.33,83.1,HIGH,0.0,22.2,43.3,87371.0
2024-03-28,Onion,Deoghar,25.5,35.67,30.23,48.4,LOW,0.0,22.2,43.3,44037.0
2024-03-28,Onion,Dumka,21.63,29.93,25.49,53.3,MODERATE,0.0,22.2,43.3,53284.0
2024-03-28,Green Chilli,Ranchi,41.17,55.62,47.89,172.4,HIGH,0.0,22.2,43.3,190295.0
2024-03-28,Green Chilli,Jamshedpur,34.62,46.06,39.94,117.4,MODERATE,0.0,22.2,43.3,125835.0
2024-03-28,Green Chilli,Dhanbad,32.97,46.37,39.2,122.1,HIGH,0.0,22.2,43.3,112759.0
2024-03-28,Green Chilli,Bokaro,33.03,43.07,37.7,76.8,MODERATE,0.0,22.2,43.3,85305.0
2024-03-28,Green Chilli,Hazaribagh,37.19,45.08,40.86,71.0,MODERATE,0.0,22.2,43.3,75328.0
2024-03-28,Green Chilli,Deoghar,39.39,50.84,44.72,70.2,HIGH,0.0,22.2,43.3,71726.0
2024-03-28,Green Chilli,Dumka,43.59,59.85,51.15,40.2,LOW,0.0,22.2,43.3,38347.0
2024-03-29,Tomato,Ranchi,10.09,13.23,11.55,253.9,HIGH,0.0,22.4,54.0,232425.0
2024-03-29,Tomato,Jamshedpur,10.45,12.82,11.55,198.3,HIGH,0.0,22.4,54.0,190621.0
2024-03-29,Tomato,Dhanbad,13.66,18.75,16.03,164.0,HIGH,0.0,22.4,54.0,166736.0
2024-03-29,Tomato,Bokaro,14.74,20.53,17.43,134.6,HIGH,0.0,22.4,54.0,138807.0
2024-03-29,Tomato,Hazaribagh,7.63,10.24,8.84,108.8,HIGH,0.0,22.4,54.0,117679.0
2024-03-29,Tomato,Deoghar,12.37,17.29,14.66,79.4,HIGH,0.0,22.4,54.0,76818.0
2024-03-29,Tomato,Dumka,9.49,12.41,10.85,69.8,HIGH,0.0,22.4,54.0,66855.0
2024-03-29,Potato,Ranchi,15.08,19.47,17.12,147.3,MODERATE,0.0,22.4,54.0,149959.0
2024-03-29,Potato,Jamshedpur,18.51,24.7,21.39,123.8,MODERATE,0.0,22.4,54.0,123254.0
2024-03-29,Potato,Dhanbad,16.04,21.5,18.58,118.4,HIGH,0.0,22.4,54.0,129884.0
2024-03-29,Potato,Bokaro,15.5,20.68,17.91,86.3,MODERATE,0.0,22.4,54.0,75352.0
2024-03-29,Potato,Hazaribagh,13.14,16.8,14.84,66.3,MODERATE,0.0,22.4,54.0,66261.0
2024-03-29,Potato,Deoghar,17.14,20.41,18.66,78.9,HIGH,0.0,22.4,54.0,69701.0
2024-03-29,Potato,Dumka,12.07,16.37,14.07,48.7,MODERATE,0.0,22.4,54.0,49657.0
2024-03-29,Onion,Ranchi,24.88,29.61,27.08,150.0,MODERATE,0.0,22.4,54.0,158181.0
2024-03-29,Onion,Jamshedpur,26.02,35.54,30.45,133.0,HIGH,0.0,22.4,54.0,143511.0
2024-03-29,Onion,Dhanbad,25.04,32.95,28.72,93.6,MODERATE,0.0,22.4,54.0,83581.0
2024-03-29,Onion,Bokaro,22.49,31.34,26.61,85.0,MODERATE,0.0,22.4,54.0,86945.0
2024-03-29,Onion,Hazaribagh,22.56,28.88,25.5,77.0,MODERATE,0.0,22.4,54.0,66701.0
2024-03-29,Onion,Deoghar,23.38,31.86,27.32,62.5,MODERATE,0.0,22.4,54.0,70514.0
2024-03-29,Onion,Dumka,22.23,29.17,25.46,46.0,MODERATE,0.0,22.4,54.0,41997.0
2024-03-29,Green Chilli,Ranchi,35.05,43.55,39.0,152.0,MODERATE,0.0,22.4,54.0,152309.0
2024-03-29,Green Chilli,Jamshedpur,39.25,50.92,44.68,131.8,MODERATE,0.0,22.4,54.0,124274.0
2024-03-29,Green Chilli,Dhanbad,46.52,56.02,50.94,103.9,MODERATE,0.0,22.4,54.0,88871.0
2024-03-29,Green Chilli,Bokaro,41.6,50.99,45.97,86.5,MODERATE,0.0,22.4,54.0,84523.0
2024-03-29,Green Chilli,Hazaribagh,41.12,53.05,46.67,79.2,HIGH,0.0,22.4,54.0,69968.0
2024-03-29,Green Chilli,Deoghar,41.94,55.27,48.14,64.7,MODERATE,0.0,22.4,54.0,55072.0
2024-03-29,Green Chilli,Dumka,33.75,43.6,38.33,57.2,HIGH,0.0,22.4,54.0,53729.0
2024-03-30,Tomato,Ranchi,11.37,15.99,13.52,232.4,HIGH,0.0,23.9,49.4,240682.0
2024-03-30,Tomato,Jamshedpur,13.11,17.99,15.38,224.9,HIGH,0.0,23.9,49.4,196819.0
2024-03-30,Tomato,Dhanbad,13.59,17.5,15.41,150.6,HIGH,0.0,23.9,49.4,168459.0
2024-03-30,Tomato,Bokaro,10.57,13.37,11.87,130.7,HIGH,0.0,23.9,49.4,141688.0
2024-03-30,Tomato,Hazaribagh,11.27,14.32,12.69,121.7,HIGH,0.0,23.9,49.4,126298.0
2024-03-30,Tomato,Deoghar,14.43,17.18,15.71,78.0,HIGH,0.0,23.9,49.4,82797.0
2024-03-30,Tomato,Dumka,8.83,11.19,9.93,83.4,HIGH,0.0,23.9,49.4,75884.0
2024-03-30,Potato,Ranchi,16.17,19.98,17.94,178.7,HIGH,0.0,23.9,49.4,182628.0
2024-03-30,Potato,Jamshedpur,20.09,25.53,22.62,140.1,HIGH,0.0,23.9,49.4,121893.0
2024-03-30,Potato,Dhanbad,18.63,22.87,20.6,127.0,HIGH,0.0,23.9,49.4,142093.0
2024-03-30,Potato,Bokaro,17.12,23.29,19.99,103.7,HIGH,0.0,23.9,49.4,108233.0
2024-03-30,Potato,Hazaribagh,14.54,17.64,15.98,77.3,HIGH,0.0,23.9,49.4,67315.0
2024-03-30,Potato,Deoghar,16.87,20.91,18.75,48.8,LOW,0.0,23.9,49.4,48068.0
2024-03-30,Potato,Dumka,13.5,18.7,15.92,61.2,HIGH,0.0,23.9,49.4,67971.0
2024-03-30,Onion,Ranchi,25.22,33.52,29.08,170.4,HIGH,0.0,23.9,49.4,184264.0
2024-03-30,Onion,Jamshedpur,29.75,36.36,32.82,150.7,HIGH,0.0,23.9,49.4,155969.0
2024-03-30,Onion,Dhanbad,26.18,34.35,29.98,108.2,MODERATE,0.0,23.9,49.4,94721.0
2024-03-30,Onion,Bokaro,26.7,34.82,30.48,78.4,MODERATE,0.0,23.9,49.4,85049.0
2024-03-30,Onion,Hazaribagh,20.93,29.1,24.73,76.3,MODERATE,0.0,23.9,49.4,68783.0
2024-03-30,Onion,Deoghar,24.3,31.94,27.85,69.0,HIGH,0.0,23.9,49.4,78357.0
2024-03-30,Onion,Dumka,17.26,22.25,19.58,46.2,MODERATE,0.0,23.9,49.4,51690.0
2024-03-30,Green Chilli,Ranchi,34.83,46.24,40.14,153.3,MODERATE,0.0,23.9,49.4,135339.0
2024-03-30,Green Chilli,Jamshedpur,50.17,60.22,54.84,139.5,HIGH,0.0,23.9,49.4,132999.0
2024-03-30,Green Chilli,Dhanbad,44.26,55.76,49.61,108.7,MODERATE,0.0,23.9,49.4,114893.0
2024-03-30,Green Chilli,Bokaro,39.08,54.67,46.33,88.4,HIGH,0.0,23.9,49.4,99680.0
2024-03-30,Green Chilli,Hazaribagh,31.75,43.04,37.0,69.0,MODERATE,0.0,23.9,49.4,63683.0
2024-03-30,Green Chilli,Deoghar,32.19,40.88,36.23,78.8,HIGH,0.0,23.9,49.4,80133.0
2024-03-30,Green Chilli,Dumka,35.49,43.7,39.31,62.5,HIGH,0.0,23.9,49.4,70528.0
2024-03-31,Tomato,Ranchi,9.42,12.92,11.05,283.8,HIGH,0.0,21.9,43.7,269859.0
2024-03-31,Tomato,Jamshedpur,16.96,20.81,18.75,201.8,HIGH,0.0,21.9,43.7,209608.0
2024-03-31,Tomato,Dhanbad,15.69,21.48,18.38,159.7,HIGH,0.0,21.9,43.7,151300.0
2024-03-31,Tomato,Bokaro,16.48,21.36,18.75,114.4,HIGH,0.0,21.9,43.7,111768.0
