date,commodity,region,demand_quantity_kg,modal_price_per_kg,day_of_week,day_of_month,month,year,season,is_weekend,festival_flag,is_synthetic,data_source
2026-03-05,Tomato,Patna,5114.0,30.04,Thursday,5,3,2026,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-06,Tomato,Patna,5272.5,29.02,Friday,6,3,2026,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-07,Tomato,Patna,6226.7,34.31,Saturday,7,3,2026,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-08,Tomato,Patna,5853.4,24.08,Sunday,8,3,2026,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-09,Tomato,Patna,4943.7,34.68,Monday,9,3,2026,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-10,Tomato,Patna,4896.7,32.38,Tuesday,10,3,2026,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-11,Tomato,Patna,5482.5,31.5,Wednesday,11,3,2026,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-12,Tomato,Patna,5005.0,29.69,Thursday,12,3,2026,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-13,Tomato,Patna,5955.8,30.14,Friday,13,3,2026,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-14,Tomato,Patna,6681.3,32.18,Saturday,14,3,2026,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-15,Tomato,Patna,7590.7,32.76,Sunday,15,3,2026,Rabi,1,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-16,Tomato,Patna,5658.9,30.41,Monday,16,3,2026,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-17,Tomato,Patna,6611.0,34.5,Tuesday,17,3,2026,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-18,Tomato,Patna,7947.8,30.53,Wednesday,18,3,2026,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-19,Tomato,Patna,6538.0,32.12,Thursday,19,3,2026,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-20,Tomato,Patna,8819.1,29.37,Friday,20,3,2026,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-21,Tomato,Patna,7661.1,31.17,Saturday,21,3,2026,Rabi,1,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-22,Tomato,Patna,7512.2,33.94,Sunday,22,3,2026,Rabi,1,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-23,Tomato,Patna,6269.9,37.24,Monday,23,3,2026,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-24,Tomato,Patna,7509.8,28.75,Tuesday,24,3,2026,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-25,Tomato,Patna,7287.1,30.47,Wednesday,25,3,2026,Rabi,0,1,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-26,Tomato,Patna,5110.9,31.84,Thursday,26,3,2026,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-27,Tomato,Patna,6959.2,27.65,Friday,27,3,2026,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-28,Tomato,Patna,6456.1,28.63,Saturday,28,3,2026,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-29,Tomato,Patna,6574.2,26.27,Sunday,29,3,2026,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-30,Tomato,Patna,4419.1,37.01,Monday,30,3,2026,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-03-31,Tomato,Patna,5884.5,29.54,Tuesday,31,3,2026,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-01,Tomato,Patna,5654.9,29.04,Wednesday,1,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-02,Tomato,Patna,5811.1,25.38,Thursday,2,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-03,Tomato,Patna,7028.2,28.41,Friday,3,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-04,Tomato,Patna,7320.9,33.24,Saturday,4,4,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-05,Tomato,Patna,6436.0,30.93,Sunday,5,4,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-06,Tomato,Patna,4933.6,29.42,Monday,6,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-07,Tomato,Patna,5494.0,29.83,Tuesday,7,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-08,Tomato,Patna,5988.5,29.1,Wednesday,8,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-09,Tomato,Patna,6138.1,24.75,Thursday,9,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-10,Tomato,Patna,6542.1,33.01,Friday,10,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-11,Tomato,Patna,6986.2,20.52,Saturday,11,4,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-12,Tomato,Patna,6340.2,32.71,Sunday,12,4,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-13,Tomato,Patna,5152.4,24.34,Monday,13,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-14,Tomato,Patna,5771.5,30.86,Tuesday,14,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-15,Tomato,Patna,5686.6,26.87,Wednesday,15,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-16,Tomato,Patna,5562.3,26.21,Thursday,16,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-17,Tomato,Patna,6551.0,33.34,Friday,17,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-18,Tomato,Patna,7259.8,31.81,Saturday,18,4,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-19,Tomato,Patna,6379.0,30.92,Sunday,19,4,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-20,Tomato,Patna,5188.4,28.69,Monday,20,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-21,Tomato,Patna,6078.3,23.89,Tuesday,21,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-22,Tomato,Patna,6395.4,22.8,Wednesday,22,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-23,Tomato,Patna,6003.1,25.29,Thursday,23,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-24,Tomato,Patna,6922.8,27.89,Friday,24,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-25,Tomato,Patna,6808.6,28.9,Saturday,25,4,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-26,Tomato,Patna,6201.3,29.84,Sunday,26,4,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-27,Tomato,Patna,5830.7,27.08,Monday,27,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-28,Tomato,Patna,5882.2,22.94,Tuesday,28,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-29,Tomato,Patna,5924.3,28.31,Wednesday,29,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-04-30,Tomato,Patna,6052.1,27.65,Thursday,30,4,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-01,Tomato,Patna,7441.8,28.6,Friday,1,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-02,Tomato,Patna,7018.8,27.72,Saturday,2,5,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-03,Tomato,Patna,7417.9,28.6,Sunday,3,5,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-04,Tomato,Patna,5157.1,25.63,Monday,4,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-05,Tomato,Patna,5809.2,30.03,Tuesday,5,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-06,Tomato,Patna,6623.7,18.16,Wednesday,6,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-07,Tomato,Patna,6085.9,24.0,Thursday,7,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-08,Tomato,Patna,7256.4,27.06,Friday,8,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-09,Tomato,Patna,6973.2,28.37,Saturday,9,5,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-10,Tomato,Patna,6786.0,27.61,Sunday,10,5,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-11,Tomato,Patna,5521.3,28.37,Monday,11,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-12,Tomato,Patna,6553.8,22.29,Tuesday,12,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-13,Tomato,Patna,6411.1,23.68,Wednesday,13,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-14,Tomato,Patna,6584.1,26.89,Thursday,14,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-15,Tomato,Patna,7224.3,24.72,Friday,15,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-16,Tomato,Patna,7211.0,25.42,Saturday,16,5,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-17,Tomato,Patna,6322.4,28.33,Sunday,17,5,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-18,Tomato,Patna,5343.3,21.63,Monday,18,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-19,Tomato,Patna,6478.1,28.81,Tuesday,19,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-20,Tomato,Patna,6083.3,24.98,Wednesday,20,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-21,Tomato,Patna,6467.4,25.58,Thursday,21,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-22,Tomato,Patna,7613.7,21.97,Friday,22,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-23,Tomato,Patna,7354.8,28.8,Saturday,23,5,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-24,Tomato,Patna,7370.6,25.95,Sunday,24,5,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-25,Tomato,Patna,6098.5,15.52,Monday,25,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-26,Tomato,Patna,5668.1,22.88,Tuesday,26,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-27,Tomato,Patna,6477.1,27.06,Wednesday,27,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-28,Tomato,Patna,6456.1,24.72,Thursday,28,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-29,Tomato,Patna,7536.2,31.01,Friday,29,5,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-30,Tomato,Patna,7328.9,31.11,Saturday,30,5,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-05-31,Tomato,Patna,6486.7,25.47,Sunday,31,5,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-01,Tomato,Patna,5328.9,24.31,Monday,1,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-02,Tomato,Patna,5755.5,33.02,Tuesday,2,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-03,Tomato,Patna,6291.9,25.65,Wednesday,3,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-04,Tomato,Patna,6654.1,25.37,Thursday,4,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-05,Tomato,Patna,7555.2,22.99,Friday,5,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-06,Tomato,Patna,7007.2,22.57,Saturday,6,6,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-07,Tomato,Patna,7150.8,23.05,Sunday,7,6,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-08,Tomato,Patna,5385.4,23.73,Monday,8,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-09,Tomato,Patna,6320.0,20.23,Tuesday,9,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-10,Tomato,Patna,6599.5,19.9,Wednesday,10,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-11,Tomato,Patna,5663.5,25.64,Thursday,11,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-12,Tomato,Patna,7119.6,24.26,Friday,12,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-13,Tomato,Patna,7763.6,26.55,Saturday,13,6,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-14,Tomato,Patna,7398.7,18.68,Sunday,14,6,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-15,Tomato,Patna,5699.3,24.89,Monday,15,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-16,Tomato,Patna,5835.7,26.27,Tuesday,16,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-17,Tomato,Patna,5894.9,24.4,Wednesday,17,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-18,Tomato,Patna,5924.7,29.46,Thursday,18,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-19,Tomato,Patna,6921.0,32.47,Friday,19,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-20,Tomato,Patna,6853.0,23.13,Saturday,20,6,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-21,Tomato,Patna,6712.0,19.24,Sunday,21,6,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-22,Tomato,Patna,5549.7,26.74,Monday,22,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-23,Tomato,Patna,6569.5,20.14,Tuesday,23,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-24,Tomato,Patna,6156.1,24.15,Wednesday,24,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-25,Tomato,Patna,6041.4,31.75,Thursday,25,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-26,Tomato,Patna,6948.1,25.04,Friday,26,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-27,Tomato,Patna,7331.7,18.32,Saturday,27,6,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-28,Tomato,Patna,6594.3,25.37,Sunday,28,6,2026,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-29,Tomato,Patna,5429.0,25.73,Monday,29,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-06-30,Tomato,Patna,5817.4,25.46,Tuesday,30,6,2026,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-01,Tomato,Patna,6073.4,26.95,Wednesday,1,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-02,Tomato,Patna,6553.4,22.49,Thursday,2,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-03,Tomato,Patna,7158.3,26.14,Friday,3,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-04,Tomato,Patna,7072.6,29.12,Saturday,4,7,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-05,Tomato,Patna,6739.0,30.08,Sunday,5,7,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-06,Tomato,Patna,5497.9,24.53,Monday,6,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-07,Tomato,Patna,6100.2,22.7,Tuesday,7,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-08,Tomato,Patna,5826.1,26.78,Wednesday,8,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-09,Tomato,Patna,5334.0,26.53,Thursday,9,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-10,Tomato,Patna,7157.6,25.11,Friday,10,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-11,Tomato,Patna,6622.0,27.75,Saturday,11,7,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-12,Tomato,Patna,6203.0,31.83,Sunday,12,7,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-13,Tomato,Patna,5210.5,30.85,Monday,13,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-14,Tomato,Patna,6416.6,25.14,Tuesday,14,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-15,Tomato,Patna,6233.2,23.27,Wednesday,15,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-16,Tomato,Patna,5430.7,31.27,Thursday,16,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-17,Tomato,Patna,6572.2,32.78,Friday,17,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-18,Tomato,Patna,6921.1,28.91,Saturday,18,7,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-19,Tomato,Patna,6868.5,27.49,Sunday,19,7,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-20,Tomato,Patna,4589.0,30.94,Monday,20,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-21,Tomato,Patna,5039.4,32.89,Tuesday,21,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-22,Tomato,Patna,5830.8,32.02,Wednesday,22,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-23,Tomato,Patna,5693.5,24.49,Thursday,23,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-24,Tomato,Patna,6882.4,24.55,Friday,24,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-25,Tomato,Patna,7061.8,27.54,Saturday,25,7,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-26,Tomato,Patna,6657.8,33.49,Sunday,26,7,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-27,Tomato,Patna,5045.5,26.86,Monday,27,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-28,Tomato,Patna,5574.6,22.95,Tuesday,28,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-29,Tomato,Patna,5846.3,32.6,Wednesday,29,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-30,Tomato,Patna,5537.8,24.81,Thursday,30,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-07-31,Tomato,Patna,6711.0,29.28,Friday,31,7,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-01,Tomato,Patna,6872.7,26.59,Saturday,1,8,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-02,Tomato,Patna,6368.3,27.92,Sunday,2,8,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-03,Tomato,Patna,4841.5,31.72,Monday,3,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-04,Tomato,Patna,5468.1,28.31,Tuesday,4,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-05,Tomato,Patna,5329.0,29.7,Wednesday,5,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-06,Tomato,Patna,5868.4,29.22,Thursday,6,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-07,Tomato,Patna,6265.4,32.3,Friday,7,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-08,Tomato,Patna,6208.0,32.92,Saturday,8,8,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-09,Tomato,Patna,6061.4,34.77,Sunday,9,8,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-10,Tomato,Patna,4908.3,30.3,Monday,10,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-11,Tomato,Patna,5207.3,25.16,Tuesday,11,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-12,Tomato,Patna,5484.1,26.66,Wednesday,12,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-13,Tomato,Patna,5580.1,37.33,Thursday,13,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-14,Tomato,Patna,6336.6,33.53,Friday,14,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-15,Tomato,Patna,6382.3,24.89,Saturday,15,8,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-16,Tomato,Patna,5914.0,28.67,Sunday,16,8,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-17,Tomato,Patna,4571.4,31.04,Monday,17,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-18,Tomato,Patna,5631.6,24.66,Tuesday,18,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-19,Tomato,Patna,5347.2,28.07,Wednesday,19,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-20,Tomato,Patna,4614.3,39.54,Thursday,20,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-21,Tomato,Patna,6433.7,23.11,Friday,21,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-22,Tomato,Patna,6493.4,36.32,Saturday,22,8,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-23,Tomato,Patna,6154.1,28.07,Sunday,23,8,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-24,Tomato,Patna,4564.0,30.97,Monday,24,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-25,Tomato,Patna,4311.8,42.31,Tuesday,25,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-26,Tomato,Patna,5076.9,33.85,Wednesday,26,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-27,Tomato,Patna,4853.6,36.99,Thursday,27,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-28,Tomato,Patna,5780.1,34.33,Friday,28,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-29,Tomato,Patna,5776.6,34.33,Saturday,29,8,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-30,Tomato,Patna,5452.9,35.75,Sunday,30,8,2026,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-08-31,Tomato,Patna,4352.3,35.01,Monday,31,8,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2026-09-01,Tomato,Patna,4712.7,37.85,Tuesday,1,9,2026,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-01-01,Tomato,Hajipur,2396.3,31.15,Monday,1,1,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-01-02,Tomato,Hajipur,2366.2,34.2,Tuesday,2,1,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-01-03,Tomato,Hajipur,2596.6,35.23,Wednesday,3,1,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-01-04,Tomato,Hajipur,2952.1,29.61,Thursday,4,1,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-01-05,Tomato,Hajipur,2813.5,41.02,Friday,5,1,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-01-06,Tomato,Hajipur,2932.5,36.93,Saturday,6,1,2024,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-01-07,Tomato,Hajipur,2816.8,38.92,Sunday,7,1,2024,Rabi,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-01-08,Tomato,Hajipur,2149.4,38.95,Monday,8,1,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-01-09,Tomato,Hajipur,2423.5,36.15,Tuesday,9,1,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-01-10,Tomato,Hajipur,2588.4,36.06,Wednesday,10,1,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-01-11,Tomato,Hajipur,2044.7,38.81,Thursday,11,1,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
2024-01-12,Tomato,Hajipur,2908.2,38.94,Friday,12,1,2024,Rabi,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1
