date,commodity,region,demand_quantity_kg,modal_price_per_kg,day_of_week,day_of_month,month,year,season,is_weekend,festival_flag,is_synthetic,data_source,day_of_week_num,season_code,demand_lag_1,demand_lag_7,demand_lag_14,demand_rolling_mean_7,demand_rolling_mean_14,demand_rolling_std_7,price_lag_1,price_rolling_mean_7
2024-05-04,Onion,Patna,11843.8,20.29,Saturday,4,5,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,11892.7,10041.9,10874.2,9853.057142857142,9801.6,1120.3234724208703,22.3,24.415714285714284
2024-05-05,Onion,Patna,10461.4,26.24,Sunday,5,5,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,11843.8,10574.3,11146.0,10110.471428571429,9870.857142857143,1353.6560859567055,20.29,23.37857142857143
2024-05-06,Onion,Patna,8901.7,24.41,Monday,6,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,10461.4,8521.2,7653.4,10094.342857142858,9821.957142857142,1347.86879907646,26.24,22.797142857142855
2024-05-07,Onion,Patna,9213.1,22.55,Tuesday,7,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,8901.7,9482.2,9213.2,10148.699999999999,9911.121428571429,1279.807110466264,24.41,23.38
2024-05-08,Onion,Patna,10024.5,23.02,Wednesday,8,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,9213.1,9480.4,9360.7,10110.257142857143,9911.114285714286,1306.918613708272,22.55,23.15285714285714
2024-05-09,Onion,Patna,8517.7,27.27,Thursday,9,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,10024.5,8978.7,9260.2,10187.985714285713,9958.528571428571,1279.0986232872137,23.02,23.28142857142857
2024-05-10,Onion,Patna,11517.5,26.55,Friday,10,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,8517.7,11892.7,10743.3,10122.128571428573,9905.492857142857,1360.985060797617,27.27,23.725714285714282
2024-05-11,Onion,Patna,11167.6,27.83,Saturday,11,5,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,11517.5,11843.8,10041.9,10068.528571428571,9960.792857142858,1284.8936100112053,26.55,24.332857142857144
2024-05-12,Onion,Patna,11470.5,23.97,Sunday,12,5,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,11167.6,10461.4,10574.3,9971.92857142857,10041.2,1147.2254918051767,27.83,25.409999999999997
2024-05-13,Onion,Patna,9316.9,25.72,Monday,13,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,11470.5,8901.7,8521.2,10116.085714285715,10105.214285714286,1275.2400459372006,23.97,25.085714285714285
2024-05-14,Onion,Patna,9339.5,26.32,Tuesday,14,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,9316.9,9213.1,9482.2,10175.4,10162.05,1217.7000793846332,25.72,25.27285714285714
2024-05-15,Onion,Patna,9389.1,21.18,Wednesday,15,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,9339.5,10024.5,9480.4,10193.457142857142,10151.857142857143,1201.886433704873,26.32,25.81142857142857
2024-05-16,Onion,Patna,9622.5,20.52,Thursday,16,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,9389.1,8517.7,8978.7,10102.685714285715,10145.335714285713,1240.1581705956894,21.18,25.548571428571424
2024-05-17,Onion,Patna,11156.0,26.17,Friday,17,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,9622.5,11517.5,11892.7,10260.514285714287,10191.32142857143,1062.3859412168663,20.52,24.584285714285716
2024-05-18,Onion,Patna,11333.2,26.38,Saturday,18,5,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,11156.0,11167.6,11843.8,10208.871428571429,10138.699999999999,997.9308605213895,26.17,24.529999999999998
2024-05-19,Onion,Patna,11039.3,22.94,Sunday,19,5,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,11333.2,11470.5,10461.4,10232.528571428571,10102.228571428572,1026.0143480385452,26.38,24.322857142857146
2024-05-20,Onion,Patna,8520.6,25.02,Monday,20,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,11039.3,9316.9,8901.7,10170.92857142857,10143.507142857143,949.3838014106627,22.94,24.17571428571429
2024-05-21,Onion,Patna,9102.9,24.23,Tuesday,21,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,8520.6,9339.5,9213.1,10057.17142857143,10116.285714285714,1103.9031052199707,25.02,24.075714285714287
2024-05-22,Onion,Patna,10661.2,22.82,Wednesday,22,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,9102.9,9389.1,10024.5,10023.371428571429,10108.414285714287,1132.7839595649418,24.23,23.777142857142856
2024-05-23,Onion,Patna,8592.9,26.79,Thursday,23,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,10661.2,9622.5,8517.7,10205.1,10153.892857142857,1115.9857466234391,22.82,24.011428571428574
2024-05-24,Onion,Patna,11981.0,18.15,Friday,24,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,8592.9,11156.0,11517.5,10058.014285714287,10159.264285714287,1263.6502514917831,26.79,24.907142857142855
2024-05-25,Onion,Patna,10922.5,25.97,Saturday,25,5,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,11981.0,11333.2,11167.6,10175.871428571429,10192.371428571429,1412.7951629238262,18.15,23.761428571428574
2024-05-26,Onion,Patna,10754.5,26.27,Sunday,26,5,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,10922.5,11039.3,11470.5,10117.199999999999,10174.864285714284,1364.4223124336083,25.97,23.70285714285714
2024-05-27,Onion,Patna,8915.9,23.42,Monday,27,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,10754.5,8520.6,9316.9,10076.514285714287,10123.721428571429,1336.2999331843807,26.27,24.178571428571427
2024-05-28,Onion,Patna,9477.8,22.53,Tuesday,28,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,8915.9,9102.9,9339.5,10132.985714285713,10095.078571428572,1266.0975586799175,23.42,23.95
2024-05-29,Onion,Patna,9379.2,25.41,Wednesday,29,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,9477.8,10661.2,9389.1,10186.542857142858,10104.957142857145,1222.4382286468103,22.53,23.707142857142856
2024-05-30,Onion,Patna,9482.7,28.38,Thursday,30,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,9379.2,8592.9,9622.5,10003.4,10104.25,1235.4382002620273,25.41,24.077142857142857
2024-05-31,Onion,Patna,11254.4,25.31,Friday,31,5,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,9482.7,11981.0,11156.0,10130.514285714287,10094.264285714287,1105.0156279868836,28.38,24.304285714285715
2024-06-01,Onion,Patna,11045.9,25.9,Saturday,1,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,11254.4,10922.5,11333.2,10026.714285714286,10101.292857142858,921.0282178604776,25.31,25.327142857142857
2024-06-02,Onion,Patna,10385.6,24.48,Sunday,2,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,11045.9,10754.5,11039.3,10044.342857142856,10080.771428571428,941.9739891262843,25.9,25.31714285714286
2024-06-03,Onion,Patna,8511.6,26.31,Monday,3,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,10385.6,8915.9,8520.6,9991.642857142857,10034.078571428572,905.2239333578289,24.48,25.061428571428568
2024-06-04,Onion,Patna,10238.7,28.58,Tuesday,4,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,8511.6,9477.8,9102.9,9933.885714285714,10033.435714285715,993.8590752358109,26.31,25.474285714285713
2024-06-05,Onion,Patna,9400.2,25.66,Wednesday,5,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,10238.7,9379.2,10661.2,10042.585714285715,10114.564285714285,977.1321054128659,28.58,26.33857142857143
2024-06-06,Onion,Patna,10119.1,21.57,Thursday,6,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,9400.2,9482.7,8592.9,10045.585714285715,10024.492857142857,974.785336075887,25.66,26.374285714285715
2024-06-07,Onion,Patna,11661.8,24.35,Friday,7,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,10119.1,11254.4,11981.0,10136.5,10133.507142857143,942.6863104978282,21.57,25.40142857142857
2024-06-08,Onion,Patna,10559.3,28.01,Saturday,8,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,11661.8,11045.9,10922.5,10194.699999999999,10110.707142857142,1031.5905098439046,24.35,25.264285714285712
2024-06-09,Onion,Patna,10981.7,21.66,Sunday,9,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,10559.3,10385.6,10754.5,10125.185714285715,10084.764285714287,979.765273638834,28.01,25.565714285714286
2024-06-10,Onion,Patna,8634.3,25.87,Monday,10,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,10981.7,8511.6,8915.9,10210.342857142856,10100.992857142857,1030.7504464501337,21.66,25.162857142857145
2024-06-11,Onion,Patna,10011.5,21.76,Tuesday,11,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,8634.3,10238.7,9477.8,10227.871428571429,10080.878571428573,997.5563421252423,25.87,25.1
2024-06-12,Onion,Patna,9289.8,21.05,Wednesday,12,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,10011.5,9400.2,9379.2,10195.414285714285,10119.0,1000.8360678762094,21.76,24.125714285714285
2024-06-13,Onion,Patna,9225.3,23.68,Thursday,13,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,9289.8,10119.1,9482.7,10179.642857142857,10112.614285714286,1016.2075999472178,21.05,23.467142857142857
2024-06-14,Onion,Patna,11313.7,26.11,Friday,14,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,9225.3,11661.8,11254.4,10051.957142857142,10094.22857142857,1079.2780516887908,23.68,23.768571428571427
2024-06-15,Onion,Patna,10814.6,28.24,Saturday,15,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,11313.7,10559.3,11045.9,10002.228571428572,10098.464285714286,997.6753959651888,26.11,24.020000000000003
2024-06-16,Onion,Patna,11542.1,23.74,Sunday,16,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,10814.6,10981.7,10385.6,10038.699999999999,10081.942857142858,1025.7066490961297,28.24,24.052857142857142
2024-06-17,Onion,Patna,9139.3,23.84,Monday,17,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,11542.1,8634.3,8511.6,10118.757142857143,10164.550000000001,1128.3131448570266,23.74,24.349999999999998
2024-06-18,Onion,Patna,8226.4,25.38,Tuesday,18,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,9139.3,10011.5,10238.7,10190.899999999998,10209.385714285714,1029.3877193102105,23.84,24.06
2024-06-19,Onion,Patna,9615.3,26.94,Wednesday,19,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,8226.4,9289.8,9400.2,9935.885714285714,10065.65,1273.4261101827813,25.38,24.577142857142857
2024-06-20,Onion,Patna,8344.9,26.43,Thursday,20,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,9615.3,9225.3,10119.1,9982.385714285714,10081.014285714287,1251.6587027202138,26.94,25.418571428571425
2024-06-21,Onion,Patna,11077.6,22.59,Friday,21,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,8344.9,11313.7,11661.8,9856.614285714284,9954.285714285714,1378.2445700099515,26.43,25.81142857142857
2024-06-22,Onion,Patna,12434.2,22.2,Saturday,22,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,11077.6,10814.6,10559.3,9822.885714285714,9912.557142857144,1338.973026151728,22.59,25.30857142857143
2024-06-23,Onion,Patna,10752.3,24.23,Sunday,23,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,12434.2,11542.1,10981.7,10054.257142857143,10046.478571428572,1644.071597039036,22.2,24.44571428571428
2024-06-24,Onion,Patna,8562.9,25.62,Monday,24,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,2,10752.3,9139.3,8634.3,9941.42857142857,10030.092857142856,1549.3172665341865,24.23,24.51571428571429
2024-06-25,Onion,Patna,9626.4,16.33,Tuesday,25,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,2,8562.9,8226.4,10011.5,9859.085714285715,10024.992857142857,1613.0598412422842,25.62,24.770000000000003
2024-06-26,Onion,Patna,9773.8,20.99,Wednesday,26,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,2,9626.4,9615.3,9289.8,10059.085714285713,9997.485714285713,1456.0364183043573,16.33,23.47714285714286
2024-06-27,Onion,Patna,9369.6,23.73,Thursday,27,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,2,9773.8,8344.9,9225.3,10081.728571428572,10032.057142857142,1449.2012509359408,20.99,22.62714285714286
2024-06-28,Onion,Patna,11427.9,19.48,Friday,28,6,2024,Zaid,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,2,9369.6,11077.6,11313.7,10228.114285714286,10042.364285714286,1287.222964924329,23.73,22.24142857142857
2024-06-29,Onion,Patna,11659.5,27.19,Saturday,29,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,2,11427.9,12434.2,10814.6,10278.157142857144,10050.521428571428,1331.7899945275974,19.48,21.797142857142855
2024-06-30,Onion,Patna,9801.2,26.29,Sunday,30,6,2024,Zaid,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,2,11659.5,10752.3,11542.1,10167.485714285713,10110.871428571427,1141.3323842897742,27.19,22.51
2024-07-01,Onion,Patna,8410.8,27.63,Monday,1,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,3,9801.2,8562.9,9139.3,10031.614285714286,9986.521428571428,1116.4503145066128,26.29,22.804285714285715
2024-07-02,Onion,Patna,8314.6,24.38,Tuesday,2,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,3,8410.8,9626.4,8226.4,10009.885714285714,9934.485714285713,1150.7519431927608,27.63,23.09142857142857
2024-07-03,Onion,Patna,8772.8,27.0,Wednesday,3,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,3,8314.6,9773.8,9615.3,9822.485714285713,9940.785714285714,1318.2362742550808,24.38,24.24142857142857
2024-07-04,Onion,Patna,9163.6,25.6,Thursday,4,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,3,8772.8,9369.6,8344.9,9679.485714285713,9880.607142857143,1377.3651203518689,27.0,25.099999999999998
2024-07-05,Onion,Patna,10612.8,28.51,Friday,5,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,3,9163.6,11427.9,11077.6,9650.057142857142,9939.085714285715,1387.254763741622,25.6,25.367142857142856
2024-07-06,Onion,Patna,11860.9,24.84,Saturday,6,7,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,3,10612.8,11659.5,12434.2,9533.614285714286,9905.885714285714,1239.49523923864,28.51,26.657142857142855
2024-07-07,Onion,Patna,11079.0,23.36,Sunday,7,7,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,3,11860.9,9801.2,10752.3,9562.385714285714,9864.935714285715,1298.0218827489978,24.84,26.321428571428573
2024-07-08,Onion,Patna,7826.5,24.52,Monday,8,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,3,11079.0,8410.8,8562.9,9744.92857142857,9888.271428571428,1421.2083013106485,23.36,25.90285714285714
2024-07-09,Onion,Patna,9413.9,25.06,Tuesday,9,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,3,7826.5,8314.6,9626.4,9661.457142857142,9835.671428571428,1525.9256751855542,24.52,25.458571428571428
2024-07-10,Onion,Patna,9488.4,28.37,Wednesday,10,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,3,9413.9,8772.8,9773.8,9818.5,9820.492857142857,1416.8814441112143,25.06,25.555714285714288
2024-07-11,Onion,Patna,8661.5,24.47,Thursday,11,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,3,9488.4,9163.6,9369.6,9920.728571428572,9800.107142857143,1353.2455378512425,28.37,25.75142857142857
2024-07-12,Onion,Patna,10268.1,24.48,Friday,12,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,3,8661.5,10612.8,11427.9,9849.0,9749.528571428571,1412.0929454772727,24.47,25.59
2024-07-13,Onion,Patna,10679.4,24.79,Saturday,13,7,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,3,10268.1,11860.9,11659.5,9799.757142857143,9666.685714285715,1386.8020332851488,24.48,25.014285714285712
2024-07-14,Onion,Patna,9070.1,27.12,Sunday,14,7,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,3,10679.4,11079.0,9801.2,9630.971428571429,9596.67857142857,1144.9425483611103,24.79,25.007142857142856
2024-07-15,Onion,Patna,7894.4,23.68,Monday,15,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,3,9070.1,7826.5,8410.8,9343.985714285714,9544.457142857142,958.0035706763242,27.12,25.544285714285714
2024-07-16,Onion,Patna,8252.4,28.36,Tuesday,16,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,3,7894.4,9413.9,8314.6,9353.685714285713,9507.57142857143,940.2572581100275,23.68,25.424285714285713
2024-07-17,Onion,Patna,8829.4,26.12,Wednesday,17,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,3,8252.4,9488.4,8772.8,9187.757142857143,9503.128571428571,1026.3999137067183,28.36,25.895714285714284
2024-07-18,Onion,Patna,8978.3,28.16,Thursday,18,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,3,8829.4,8661.5,9163.6,9093.614285714286,9507.171428571428,1024.448979417027,26.12,25.57428571428571
2024-07-19,Onion,Patna,10333.9,26.02,Friday,19,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,3,8978.3,10268.1,10612.8,9138.871428571429,9493.935714285713,1009.0599118557342,28.16,26.101428571428574
2024-07-20,Onion,Patna,11151.8,21.35,Saturday,20,7,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,3,10333.9,10679.4,11860.9,9148.271428571428,9474.014285714287,1021.5616341567298,26.02,26.321428571428573
2024-07-21,Onion,Patna,9257.5,27.14,Sunday,21,7,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,3,11151.8,9070.1,11079.0,9215.757142857143,9423.364285714286,1147.4189017924061,21.35,25.830000000000002
2024-07-22,Onion,Patna,8221.3,22.99,Monday,22,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,3,9257.5,7894.4,7826.5,9242.528571428571,9293.257142857143,1145.6388548379027,27.14,25.832857142857144
2024-07-23,Onion,Patna,8289.6,26.84,Tuesday,23,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,3,8221.3,8252.4,9413.9,9289.228571428572,9321.457142857142,1086.670851291979,22.99,25.73428571428571
2024-07-24,Onion,Patna,8042.4,24.72,Wednesday,24,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,3,8289.6,8829.4,9488.4,9294.542857142857,9241.15,1080.8304937364098,26.84,25.517142857142858
2024-07-25,Onion,Patna,7939.5,29.48,Thursday,25,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,3,8042.4,8978.3,8661.5,9182.114285714286,9137.864285714286,1174.179849126723,24.72,25.31714285714286
2024-07-26,Onion,Patna,10314.2,27.56,Friday,26,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,3,7939.5,10333.9,10268.1,9033.714285714286,9086.292857142858,1266.2662956221284,29.48,25.505714285714287
2024-07-27,Onion,Patna,9744.8,29.43,Saturday,27,7,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,3,10314.2,11151.8,10679.4,9030.9,9089.585714285715,1262.9124619967463,27.56,25.725714285714282
2024-07-28,Onion,Patna,9093.0,26.57,Sunday,28,7,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,3,9744.8,9257.5,9070.1,8829.9,9022.82857142857,939.7088839990208,29.43,26.88
2024-07-29,Onion,Patna,8302.4,21.85,Monday,29,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,3,9093.0,8221.3,7894.4,8806.4,9024.464285714286,929.2318350838783,26.57,26.798571428571424
2024-07-30,Onion,Patna,8802.2,22.3,Tuesday,30,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,3,8302.4,8289.6,8252.4,8817.985714285713,9053.607142857143,921.1917289188989,21.85,26.63571428571429
2024-07-31,Onion,Patna,8711.0,29.1,Wednesday,31,7,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,3,8802.2,8042.4,8829.4,8891.214285714286,9092.878571428571,892.1029432910697,22.3,25.987142857142857
2024-08-01,Onion,Patna,7968.9,25.16,Thursday,1,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,3,8711.0,7939.5,8978.3,8986.728571428572,9084.421428571428,818.8626883556054,29.1,26.612857142857145
2024-08-02,Onion,Patna,10793.8,28.06,Friday,2,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,3,7968.9,10314.2,10333.9,8990.92857142857,9012.32142857143,812.6479818352899,25.16,25.995714285714286
2024-08-03,Onion,Patna,9906.1,25.33,Saturday,3,8,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,3,10793.8,9744.8,11151.8,9059.442857142856,9045.17142857143,951.2114308556704,28.06,26.067142857142862
2024-08-04,Onion,Patna,10112.0,25.75,Sunday,4,8,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,3,9906.1,9093.0,9257.5,9082.485714285713,8956.192857142856,972.3010686486226,25.33,25.481428571428573
2024-08-05,Onion,Patna,6942.9,30.05,Monday,5,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,3,10112.0,8302.4,8221.3,9228.057142857142,9017.228571428572,1047.5103847649862,25.75,25.364285714285717
2024-08-06,Onion,Patna,9668.1,23.59,Tuesday,6,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,3,6942.9,8802.2,8289.6,9033.842857142858,8925.914285714285,1334.4621723840005,30.05,26.535714285714285
2024-08-07,Onion,Patna,8510.6,26.85,Wednesday,7,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,3,9668.1,8711.0,8042.4,9157.542857142858,9024.378571428571,1349.4596213017358,23.59,26.720000000000002
2024-08-08,Onion,Patna,8669.2,25.7,Thursday,8,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,3,8510.6,7968.9,7939.5,9128.914285714285,9057.82142857143,1362.573850510589,26.85,26.398571428571426
2024-08-09,Onion,Patna,9934.5,29.76,Friday,9,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,3,8669.2,10793.8,10314.2,9228.957142857142,9109.942857142856,1286.8105958235747,25.7,26.475714285714282
2024-08-10,Onion,Patna,9440.9,31.72,Saturday,10,8,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,3,9934.5,9906.1,9744.8,9106.2,9082.82142857143,1145.9247648369774,29.76,26.718571428571426
2024-08-11,Onion,Patna,9657.6,27.01,Sunday,11,8,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,3,9440.9,10112.0,9093.0,9039.742857142857,9061.114285714286,1104.5458808293833,31.72,27.631428571428575
2024-08-12,Onion,Patna,7420.8,28.84,Monday,12,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,3,9657.6,6942.9,8302.4,8974.82857142857,9101.442857142856,1042.6444451718119,27.01,27.81142857142857
2024-08-13,Onion,Patna,8543.1,24.74,Tuesday,13,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,3,7420.8,9668.1,8802.2,9043.1,9038.471428571429,892.2152953930731,28.84,27.638571428571428
2024-08-14,Onion,Patna,7992.9,27.01,Wednesday,14,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,3,8543.1,8510.6,8711.0,8882.385714285714,9019.964285714286,861.670879606548,24.74,27.80285714285714
2024-08-15,Onion,Patna,7744.2,28.08,Thursday,15,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,3,3,7992.9,8669.2,7968.9,8808.42857142857,8968.671428571428,919.1964637919564,27.01,27.825714285714287
2024-08-16,Onion,Patna,8654.1,25.37,Friday,16,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,4,3,7744.2,9934.5,10793.8,8676.285714285714,8952.621428571429,1005.0289007927042,28.08,28.165714285714284
2024-08-17,Onion,Patna,9614.3,32.39,Saturday,17,8,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,5,3,8654.1,9440.9,9906.1,8493.371428571429,8799.785714285714,840.9998131476058,25.37,27.538571428571426
2024-08-18,Onion,Patna,8970.4,28.01,Sunday,18,8,2024,Kharif,1,0,True,KisanFlow Realistic Ag-Demand Simulator v1,6,3,9614.3,9657.6,10112.0,8518.142857142857,8778.942857142858,875.4103054323525,32.39,27.634285714285713
2024-08-19,Onion,Patna,7360.5,21.48,Monday,19,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,0,3,8970.4,7420.8,6942.9,8419.971428571429,8697.4,756.8321868470196,28.01,27.777142857142856
2024-08-20,Onion,Patna,8245.5,30.2,Tuesday,20,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,1,3,7360.5,8543.1,9668.1,8411.357142857143,8727.228571428572,770.3231440054876,21.48,26.725714285714282
2024-08-21,Onion,Patna,7919.4,30.11,Wednesday,21,8,2024,Kharif,0,0,True,KisanFlow Realistic Ag-Demand Simulator v1,2,3,8245.5,7992.9,8510.6,8368.842857142858,8625.614285714286,770.0526645564572,30.2,27.505714285714287
