date,commodity,region,minimum_price,maximum_price,modal_price,market_arrivals_tonnes,market_supply_level,rainfall_mm,temperature_c,humidity_pct,predicted_demand_kg,day_of_week,day_of_month,month,week_of_year,is_weekend,season,season_code,is_festival_season,distance_to_ranchi_km,statewide_avg_modal,price_lag_1,price_lag_2,price_lag_3,price_lag_7,price_lag_14,price_lag_21,price_lag_30,price_rolling_mean_3,price_rolling_mean_7,price_rolling_mean_14,price_rolling_mean_30,price_rolling_std_7,price_rolling_std_14,price_rolling_std_30,price_change_1d,price_change_7d,price_change_14d,neighbor_market_price,neighbor_market_price_change,market_arrivals_lag_1,arrivals_rolling_mean_7,rainfall_rolling_sum_7,temperature_lag_1,predicted_demand_lag_1,commodity_code,region_code
2024-12-06,Green Chilli,Ranchi,37.07,47.78,42.05,158.1,MODERATE,0.0,19.9,41.2,180501.0,4,6,12,49,0,Rabi,1,0,0.0,43.31857142857143,46.99,32.01,55.88,27.84,46.84,50.09,60.16,44.95999999999999,40.01,41.45642857142857,48.00333333333334,10.126384678979115,9.732158118749583,9.74117260283182,14.980000000000004,19.150000000000002,0.14999999999999858,41.58142857142857,2.1585714285714275,200.0,178.0,3.100000000000013,18.1,193670.0,0,6
2024-12-07,Green Chilli,Ranchi,35.45,45.75,40.24,169.6,HIGH,0.0,17.9,42.0,157827.0,5,7,12,49,1,Rabi,1,0,0.0,40.35142857142857,42.05,46.99,32.01,46.3,43.78,60.51,46.84,40.34999999999999,42.040000000000006,41.114285714285714,47.39966666666667,8.587475375995552,9.611789006843605,9.520482631685761,-4.940000000000005,-4.25,-1.730000000000004,43.31857142857143,1.7371428571428638,158.1,171.52857142857144,3.1000000000000134,19.9,180501.0,0,6
2024-12-08,Green Chilli,Ranchi,44.16,61.6,52.27,192.1,HIGH,0.28,16.4,43.2,171166.0,6,8,12,49,1,Rabi,1,0,0.0,44.96857142857142,40.24,42.05,46.99,32.15,51.13,48.55,60.25,43.09333333333333,41.174285714285716,40.86142857142857,47.17966666666667,8.389622274259931,9.582787339120324,9.609700014455003,-1.8099999999999952,8.090000000000003,-10.89,40.35142857142857,-2.9671428571428606,169.6,172.1,2.1100000000000136,17.9,157827.0,0,6
2024-12-09,Green Chilli,Ranchi,32.15,39.72,35.67,158.4,MODERATE,0.0,17.7,42.7,149061.0,0,9,12,50,0,Rabi,1,0,0.0,44.05142857142857,52.27,40.24,42.05,38.9,43.75,51.81,55.19,44.85333333333332,44.048571428571435,40.942857142857136,46.913666666666664,8.227606838304276,9.681094525351089,9.342153072123626,12.030000000000001,13.370000000000005,8.520000000000003,44.96857142857142,4.617142857142852,192.1,170.35714285714286,2.390000000000014,16.4,171166.0,0,6
2024-12-10,Green Chilli,Ranchi,43.99,59.23,51.08,185.7,HIGH,0.0,18.4,48.4,167169.0,1,10,12,50,0,Rabi,1,0,0.0,38.26714285714286,35.67,52.27,40.24,55.88,30.85,51.77,57.95,42.72666666666666,43.58714285714286,40.36571428571428,46.263000000000005,8.644490951439577,9.741530218040818,9.425241659757484,-16.6,-20.21,4.82,44.05142857142857,-0.9171428571428493,158.4,165.22857142857146,2.390000000000014,17.7,149061.0,0,6
2024-12-11,Green Chilli,Ranchi,39.04,46.91,42.7,142.6,MODERATE,0.47,15.2,45.8,158018.0,2,11,12,50,0,Rabi,1,0,0.0,39.199999999999996,51.08,35.67,52.27,32.01,28.66,59.1,56.26,46.33999999999998,42.901428571428575,41.810714285714276,46.034,7.638722468605449,9.7218275144014,9.212556124378729,15.409999999999997,19.07,22.419999999999998,38.26714285714286,-5.784285714285716,185.7,171.52857142857144,2.390000000000014,18.4,167169.0,0,6
2024-12-12,Green Chilli,Ranchi,44.27,59.75,51.47,186.4,HIGH,0.0,19.3,43.0,194210.0,3,12,12,50,0,Rabi,1,0,0.0,40.43714285714286,42.7,51.08,35.67,46.99,55.31,51.06,54.76,43.149999999999984,44.42857142857143,42.81357142857143,45.582,5.9887768049113905,8.9548032724535,9.024258265440976,-8.379999999999995,-4.289999999999999,-12.61,39.199999999999996,0.9328571428571379,142.6,172.35714285714286,2.8600000000000136,15.2,158018.0,0,6
2024-12-13,Green Chilli,Ranchi,30.59,42.15,35.97,189.3,HIGH,0.0,19.4,45.0,174040.0,4,13,12,50,0,Rabi,1,0,0.0,39.43571428571429,51.47,42.7,51.08,42.05,27.84,46.84,51.86,48.41666666666666,45.06857142857143,42.53928571428572,45.47233333333334,6.523627387099257,8.594140637474782,8.928358417032157,8.769999999999996,9.420000000000002,23.63,40.43714285714286,1.2371428571428638,186.4,170.41428571428568,0.7500000000000133,19.3,194210.0,0,6
2024-12-14,Green Chilli,Ranchi,33.95,43.3,38.3,205.2,HIGH,0.0,19.0,48.9,233183.0,5,14,12,50,1,Rabi,1,0,0.0,38.55428571428571,35.97,51.47,42.7,40.24,46.3,43.78,43.55,43.37999999999999,44.199999999999996,43.120000000000005,44.94266666666667,7.345492949194334,7.758546652166146,9.007329556929008,-15.5,-4.270000000000003,-10.329999999999998,39.43571428571429,-1.0014285714285691,189.3,174.8714285714286,0.7500000000000133,19.4,174040.0,0,6
2024-12-15,Green Chilli,Ranchi,32.71,41.57,36.83,194.9,HIGH,0.0,18.9,42.4,193351.0,6,15,12,50,1,Rabi,1,0,0.0,38.64,38.3,35.97,51.47,52.27,32.15,51.13,50.09,41.91333333333332,43.92285714285714,42.548571428571435,44.76766666666666,7.553457738646636,7.800809481805125,9.085976949477546,2.3299999999999983,-13.970000000000006,6.149999999999999,38.55428571428571,-0.8814285714285788,205.2,179.95714285714283,0.7500000000000133,19.0,233183.0,0,6
2024-12-16,Green Chilli,Ranchi,25.63,32.28,28.72,168.1,HIGH,0.0,15.6,49.1,178643.0,0,16,12,51,0,Rabi,1,0,0.0,41.097142857142856,36.83,38.3,35.97,35.67,38.9,43.75,60.51,37.033333333333324,41.71714285714285,42.88285714285714,44.32566666666666,6.93909147339815,7.411485295519824,9.140498621928225,-1.4699999999999989,1.1599999999999966,-2.0700000000000003,38.64,0.08571428571428896,194.9,180.35714285714286,0.4700000000000133,18.9,193351.0,0,6
2024-12-17,Green Chilli,Ranchi,30.06,36.07,32.86,189.2,HIGH,0.0,20.5,49.0,198134.0,1,17,12,51,0,Rabi,1,0,0.0,40.86714285714286,28.72,36.83,38.3,51.08,55.88,30.85,48.55,34.61666666666665,40.72428571428571,42.15571428571428,43.266,8.31026846165382,8.280712264315651,9.04172343962263,-8.11,-22.36,-27.160000000000004,41.097142857142856,2.4571428571428555,168.1,181.7428571428571,0.4700000000000133,15.6,178643.0,0,6
2024-12-18,Green Chilli,Ranchi,28.8,37.12,32.67,155.1,MODERATE,0.0,19.0,38.1,148184.0,2,18,12,51,0,Rabi,1,0,0.0,37.645714285714284,32.86,28.72,36.83,42.7,32.01,28.66,51.81,32.80333333333331,38.12142857142857,40.51142857142857,42.74300000000001,7.320581553791334,7.603720604609202,9.178288530266858,4.140000000000001,-9.840000000000003,0.8500000000000014,40.86714285714286,-0.22999999999999687,189.2,182.24285714285716,0.4700000000000133,20.5,198134.0,0,6
2024-12-19,Green Chilli,Ranchi,38.33,45.99,41.89,173.8,HIGH,0.0,17.0,51.7,157533.0,3,19,12,51,0,Rabi,1,0,0.0,36.23571428571428,32.67,32.86,28.72,51.47,46.99,55.31,51.77,31.416666666666654,36.68857142857143,40.55857142857143,42.105,7.256361412745115,7.548805159801837,9.191510231992792,-0.18999999999999773,-18.799999999999997,-14.32,37.645714285714284,-3.221428571428575,155.1,184.0285714285714,0.0,19.0,148184.0,0,6
2024-12-20,Green Chilli,Ranchi,40.05,48.18,43.83,207.5,HIGH,0.0,17.8,50.6,197105.0,4,20,12,51,0,Rabi,1,0,0.0,39.540000000000006,41.89,32.67,32.86,35.97,42.05,27.84,59.1,35.80666666666665,35.32,40.19428571428572,41.775666666666666,4.308557376508021,7.33458374287935,9.008448403786236,9.219999999999999,5.920000000000002,-0.1599999999999966,36.23571428571428,-1.4100000000000037,173.8,182.22857142857146,0.0,17.0,157533.0,0,6
2024-12-21,Green Chilli,Ranchi,30.44,41.72,35.69,207.1,HIGH,0.0,18.9,54.6,201227.0,5,21,12,51,1,Rabi,1,0,0.0,45.294285714285714,43.83,41.89,32.67,38.3,40.24,46.3,51.06,39.46333333333332,36.44285714285714,40.32142857142857,41.266666666666666,5.393730046036701,7.384484625673251,8.407155135434637,1.9399999999999977,5.530000000000001,3.5899999999999963,39.540000000000006,3.304285714285726,207.5,184.82857142857142,0.0,17.8,197105.0,0,6
2024-12-22,Green Chilli,Ranchi,30.75,38.15,34.19,232.0,HIGH,1.69,16.5,45.3,245055.0,6,22,12,51,1,Rabi,1,0,0.0,41.22714285714285,35.69,43.83,41.89,36.83,52.27,32.15,46.84,40.469999999999985,36.07,39.996428571428574,40.754333333333335,5.333832268328452,7.487747537597973,8.25674799610991,-8.14,-1.1400000000000006,-16.580000000000005,45.294285714285714,5.754285714285707,207.1,185.1,0.0,18.9,201227.0,0,6
2024-12-23,Green Chilli,Ranchi,36.43,46.75,41.23,210.3,HIGH,0.0,18.5,42.2,224498.0,0,23,12,52,0,Rabi,1,0,0.0,41.42142857142857,34.19,35.69,43.83,28.72,35.67,38.9,43.78,37.903333333333315,35.69285714285714,38.705,40.33266666666667,5.364384755917392,6.7287428817886665,8.258253523861354,-1.5,5.469999999999999,-1.480000000000004,41.22714285714285,-4.067142857142862,232.0,190.4,1.6900000000000133,16.5,245055.0,0,6
2024-12-24,Green Chilli,Ranchi,26.32,34.36,30.06,206.3,HIGH,0.0,16.5,48.8,207639.0,1,24,12,52,0,Rabi,1,0,0.0,36.31428571428572,41.23,34.19,35.69,32.86,51.08,55.88,51.13,37.036666666666655,37.480000000000004,39.10214285714285,40.24766666666667,4.696484500843388,6.699850949628936,8.234636973902047,7.039999999999999,8.369999999999997,-9.850000000000001,41.42142857142857,0.19428571428571928,210.3,196.42857142857142,1.6900000000000133,18.5,224498.0,0,6
2024-12-25,Green Chilli,Ranchi,46.7,57.96,51.94,228.1,HIGH,0.0,15.1,43.0,246131.0,2,25,12,52,0,Rabi,1,0,0.0,43.300000000000004,30.06,41.23,34.19,32.67,42.7,32.01,43.75,35.15999999999998,37.08,37.60071428571428,39.54533333333334,5.2429921482548565,6.141130520183119,8.17277513047643,-11.169999999999998,-2.610000000000003,-12.640000000000004,36.31428571428572,-5.107142857142854,206.3,198.8714285714286,1.6900000000000133,16.5,207639.0,0,6
2024-12-26,Green Chilli,Ranchi,32.86,45.08,38.54,158.1,MODERATE,0.0,17.0,45.6,138725.0,3,26,12,52,0,Rabi,1,0,0.0,36.762857142857136,51.94,30.06,41.23,41.89,51.47,46.99,30.85,41.07666666666665,39.832857142857144,38.260714285714286,39.81833333333334,7.22562272814737,7.1456780528621335,8.450150002069309,21.88,10.049999999999997,0.46999999999999886,43.300000000000004,6.9857142857142875,228.1,209.29999999999998,1.6900000000000133,15.1,246131.0,0,6
2024-12-27,Green Chilli,Ranchi,41.46,51.05,45.92,201.2,HIGH,0.83,19.5,46.9,195234.0,4,27,12,52,0,Rabi,1,0,0.0,38.83,38.54,51.94,30.06,43.83,35.97,42.05,28.66,40.17999999999998,39.35428571428571,37.33714285714285,40.074666666666666,7.177443502953622,6.06021252301982,8.28371469785162,-13.399999999999999,-5.289999999999999,2.5700000000000003,36.762857142857136,-6.537142857142868,158.1,207.05714285714285,1.6900000000000133,17.0,138725.0,0,6
2024-12-28,Green Chilli,Ranchi,34.63,42.05,38.08,165.1,HIGH,3.88,17.5,47.7,142449.0,5,28,12,52,1,Rabi,1,0,0.0,39.06,45.92,38.54,51.94,35.69,38.3,40.24,55.31,45.46666666666665,39.652857142857144,38.04785714285714,40.65,7.433558399325755,6.457941060991764,8.059949944227254,7.380000000000003,10.230000000000004,7.6200000000000045,38.83,2.067142857142862,201.2,206.15714285714284,2.5200000000000133,19.5,195234.0,0,6
2024-12-29,Green Chilli,Ranchi,25.45,32.95,28.94,182.1,HIGH,1.72,13.1,47.7,175581.0,6,29,12,52,1,Rabi,1,0,0.0,35.66428571428572,38.08,45.92,38.54,34.19,36.83,52.27,27.84,40.84666666666666,39.99428571428571,38.03214285714285,40.07566666666666,7.27438853591315,6.457547973044141,7.578814702765284,-7.840000000000003,3.8900000000000006,1.25,39.06,0.23000000000000398,165.1,200.15714285714284,6.400000000000013,17.5,142449.0,0,6
2024-12-30,Green Chilli,Ranchi,31.63,42.34,36.61,182.8,HIGH,0.67,18.1,42.8,198194.0,0,30,12,1,0,Rabi,1,0,0.0,38.895714285714284,28.94,38.08,45.92,41.23,28.72,35.67,46.3,37.646666666666654,39.24428571428571,37.46857142857142,40.11233333333333,8.186069177048559,6.899689911808454,7.520009484281175,-9.139999999999997,-12.289999999999996,0.22000000000000242,35.66428571428572,-3.395714285714284,182.1,193.02857142857144,6.430000000000014,13.1,175581.0,0,6
2024-12-31,Green Chilli,Ranchi,35.82,46.98,41.01,182.3,HIGH,0.0,18.4,57.3,160300.0,1,31,12,1,0,Rabi,1,0,0.0,37.43285714285714,36.61,28.94,38.08,30.06,32.86,51.08,32.15,34.543333333333315,38.58428571428571,38.03214285714285,39.78933333333334,8.185531660889493,6.436837707315631,7.452874906223554,7.669999999999998,6.550000000000001,3.75,38.895714285714284,3.231428571428566,182.8,189.1,7.100000000000014,18.1,198194.0,0,6
2025-01-01,Green Chilli,Ranchi,42.11,54.47,47.86,184.5,HIGH,0.0,17.8,57.1,180061.0,2,1,1,1,0,Rabi,1,0,0.0,39.93714285714286,41.01,36.61,28.94,51.94,32.67,42.7,38.9,35.51999999999998,40.14857142857143,38.614285714285714,40.084666666666664,7.281360744099305,6.300180356740861,7.313966202355331,4.399999999999999,-10.93,8.339999999999996,37.43285714285714,-1.4628571428571462,182.3,185.67142857142855,7.100000000000014,18.4,160300.0,0,6
2025-01-02,Green Chilli,Ranchi,28.75,37.91,33.01,214.2,HIGH,0.0,16.7,47.7,230829.0,3,2,1,1,0,Rabi,1,0,0.0,36.78142857142858,47.86,41.01,36.61,38.54,41.89,51.47,55.88,41.826666666666654,39.56571428571429,39.699285714285715,40.38333333333333,6.273749163891122,6.502467536706765,7.445677446927099,6.850000000000001,9.32,5.969999999999999,39.93714285714286,2.5042857142857216,184.5,179.44285714285712,7.100000000000014,17.8,180061.0,0,6
2025-01-03,Green Chilli,Ranchi,37.19,49.83,43.07,191.8,HIGH,0.0,19.9,39.0,218530.0,4,3,1,1,0,Rabi,1,0,0.0,38.62428571428571,33.01,47.86,41.01,45.92,43.83,35.97,32.01,40.62666666666665,38.77571428571429,39.065,39.620999999999995,6.7542106796248,6.702364393371155,6.9592163401467975,-14.850000000000001,-12.910000000000004,-10.82,36.78142857142858,-3.155714285714282,214.2,187.45714285714286,7.100000000000014,16.7,230829.0,0,6
2025-01-04,Green Chilli,Ranchi,34.72,42.18,38.19,183.1,HIGH,0.0,15.8,36.0,202363.0,5,4,1,1,1,Rabi,1,0,0.0,38.81285714285714,43.07,33.01,47.86,38.08,35.69,38.3,46.99,41.31333333333331,38.36857142857143,39.010714285714286,39.98966666666667,6.323974036872963,6.663768238980716,6.833943922818693,10.060000000000002,4.990000000000002,7.380000000000003,38.62428571428571,1.8428571428571345,191.8,186.1142857142857,6.270000000000014,19.9,218530.0,0,6
2025-01-05,Green Chilli,Ranchi,28.02,34.4,30.99,177.9,HIGH,0.0,16.3,48.9,173333.0,6,5,1,1,1,Rabi,1,0,0.0,37.62571428571429,38.19,43.07,33.01,28.94,34.19,36.83,42.05,38.08999999999998,38.38428571428572,39.18928571428571,39.69633333333333,6.323274091646743,6.601139137457943,6.7108602066087135,-4.880000000000003,9.249999999999996,4.0,38.81285714285714,0.1885714285714286,183.1,188.68571428571428,2.3900000000000134,15.8,202363.0,0,6
2025-01-06,Green Chilli,Ranchi,32.31,41.55,36.61,199.5,HIGH,1.69,19.7,55.7,216926.0,0,6,1,2,0,Rabi,1,0,0.0,40.08,30.99,38.19,43.07,36.61,41.23,28.72,40.24,37.41666666666665,38.67714285714286,38.96071428571429,39.327666666666666,5.842136350929591,6.838687980650549,6.8787948439932265,-7.199999999999999,-5.620000000000001,-10.239999999999998,37.62571428571429,-1.1871428571428524,177.9,188.08571428571426,0.6700000000000134,16.3,173333.0,0,6
2025-01-07,Green Chilli,Ranchi,31.6,42.39,36.62,217.2,HIGH,2.51,16.8,46.2,190373.0,1,7,1,2,0,Rabi,1,0,0.0,43.43857142857143,36.61,30.99,38.19,41.01,30.06,32.86,52.27,35.263333333333314,38.67714285714286,38.63071428571429,39.20666666666667,5.842136350929591,6.832226199062478,6.894102593863347,5.620000000000001,-4.399999999999999,6.550000000000001,40.08,2.45428571428571,199.5,190.47142857142856,1.6900000000000133,19.7,216926.0,0,6
2025-01-08,Green Chilli,Ranchi,33.28,43.54,38.05,208.3,HIGH,0.0,21.6,44.8,208446.0,2,8,1,2,0,Rabi,1,0,0.0,35.254285714285714,36.62,36.61,30.99,47.86,51.94,32.67,35.67,34.73999999999999,38.05,39.09928571428571,38.684999999999995,5.785323384795556,6.411186694766881,6.449290123994188,0.00999999999999801,-11.240000000000002,-15.32,43.43857142857143,3.3585714285714303,217.2,195.45714285714286,4.2000000000000135,16.8,190373.0,0,6
2025-01-09,Green Chilli,Ranchi,37.49,52.58,44.51,199.9,HIGH,0.03,14.7,42.6,200544.0,3,9,1,2,0,Rabi,1,0,0.0,41.949999999999996,38.05,36.62,36.61,33.01,38.54,41.89,51.08,37.09333333333331,36.64857142857143,38.107142857142854,38.76433333333333,3.890922892113937,5.238755619376718,6.425517922682446,1.4299999999999997,5.039999999999999,-0.490000000000002,35.254285714285714,-8.184285714285714,208.3,198.85714285714286,4.2000000000000135,21.6,208446.0,0,6
2025-01-10,Green Chilli,Ranchi,30.54,41.61,35.69,223.2,HIGH,0.0,15.9,44.4,204001.0,4,10,1,2,0,Rabi,1,0,0.0,43.294285714285714,44.51,38.05,36.62,43.07,45.92,43.83,42.7,39.72666666666665,38.291428571428575,38.53357142857143,38.54533333333334,4.481548945663388,5.512522258308124,6.094738676943464,6.460000000000001,1.4399999999999977,-1.4100000000000037,41.949999999999996,6.695714285714281,199.9,196.81428571428572,4.230000000000013,14.7,200544.0,0,6
2025-01-11,Green Chilli,Ranchi,33.87,41.63,37.48,162.2,MODERATE,0.0,19.1,41.6,181123.0,5,11,1,2,1,Rabi,1,0,0.0,34.33428571428571,35.69,44.51,38.05,38.19,38.08,35.69,51.47,39.41666666666665,37.23714285714285,37.80285714285714,38.31166666666666,4.013679584809837,5.1223048126207,6.064262233510545,-8.82,-2.5,-2.3900000000000006,43.294285714285714,1.3442857142857179,223.2,201.3,4.230000000000013,15.9,204001.0,0,6
2025-01-12,Green Chilli,Ranchi,34.31,41.57,37.69,206.1,HIGH,0.28,17.3,39.0,195287.0,6,12,1,2,1,Rabi,1,0,0.0,39.457142857142856,37.48,35.69,44.51,30.99,28.94,34.19,35.97,39.22666666666665,37.135714285714286,37.76,37.84533333333333,3.9945123070813042,5.122317684557357,5.532066230768563,1.7899999999999991,6.489999999999998,8.539999999999996,34.33428571428571,-8.96,162.2,198.3142857142857,4.230000000000013,19.1,181123.0,0,6
2025-01-13,Green Chilli,Ranchi,23.7,33.01,28.03,183.2,HIGH,0.0,14.4,43.1,203333.0,0,13,1,3,0,Rabi,1,0,0.0,34.605714285714285,37.69,37.48,35.69,36.61,36.61,41.23,38.3,36.95333333333332,38.09285714285714,38.385,37.90266666666666,2.9399927113604822,4.453516760769217,5.52086196002127,0.21000000000000085,1.0799999999999983,1.0799999999999983,39.457142857142856,5.122857142857143,206.1,202.34285714285716,4.510000000000013,17.3,195287.0,0,6
2025-01-14,Green Chilli,Ranchi,45.04,53.77,49.1,191.2,HIGH,0.0,17.6,44.6,171415.0,1,14,1,3,0,Rabi,1,0,0.0,37.582857142857144,28.03,37.69,37.48,36.62,41.01,30.06,36.83,34.399999999999984,36.86714285714286,37.77214285714285,37.56033333333333,4.8374742524226955,5.237855078576192,5.806398066421887,-9.659999999999997,-8.589999999999996,-12.979999999999997,34.605714285714285,-4.8514285714285705,183.2,200.01428571428573,2.820000000000013,14.4,203333.0,0,6
2025-01-15,Green Chilli,Ranchi,39.27,47.44,43.07,218.0,HIGH,0.0,17.0,42.5,225141.0,2,15,1,3,0,Rabi,1,0,0.0,41.24714285714286,49.1,28.03,37.69,38.05,47.86,51.94,28.72,38.27333333333332,38.64999999999999,38.35,37.96933333333333,6.680052395003778,6.011645109540958,6.173708399519656,21.07,11.050000000000004,1.240000000000002,37.582857142857144,2.9771428571428586,191.2,196.29999999999998,0.3100000000000134,17.6,171415.0,0,6
2025-01-16,Green Chilli,Ranchi,28.52,39.51,33.63,169.3,HIGH,0.0,17.3,51.2,169560.0,3,16,1,3,0,Rabi,1,0,0.0,40.037142857142854,43.07,49.1,28.03,44.51,33.01,38.54,32.86,40.066666666666656,39.36714285714286,38.00785714285714,38.44766666666667,6.871619688461592,5.547125629300586,5.9854079360491586,-6.030000000000001,-1.4399999999999977,10.060000000000002,41.24714285714286,3.664285714285718,218.0,197.68571428571428,0.3100000000000134,17.0,225141.0,0,6
2025-01-17,Green Chilli,Ranchi,29.34,39.34,33.99,194.1,HIGH,0.0,14.0,42.8,198892.0,4,17,1,3,0,Rabi,1,0,0.0,36.78857142857142,33.63,43.07,49.1,35.69,43.07,45.92,32.67,41.93333333333332,37.81285714285714,38.05214285714286,38.47333333333333,6.74376431548825,5.50648174506934,5.962226691969828,-9.439999999999998,-2.059999999999995,-9.439999999999998,40.037142857142854,-1.210000000000008,169.3,193.31428571428572,0.28000000000001335,17.3,169560.0,0,6
2025-01-18,Green Chilli,Ranchi,35.19,47.83,41.07,217.3,HIGH,0.0,17.5,44.7,192864.0,5,18,1,3,1,Rabi,1,0,0.0,37.885714285714286,33.99,33.63,43.07,37.48,38.19,38.08,41.89,36.896666666666654,37.57,37.403571428571425,38.51733333333333,6.862518973865368,5.403777321527025,5.922661874373855,0.35999999999999943,-3.489999999999995,-4.199999999999996,36.78857142857142,-3.248571428571431,194.1,189.15714285714284,0.28000000000001335,14.0,198892.0,0,6
2025-01-19,Green Chilli,Ranchi,29.03,39.22,33.77,178.5,HIGH,0.0,16.8,46.8,168348.0,6,19,1,3,1,Rabi,1,0,0.0,36.30714285714286,41.07,33.99,33.63,37.69,30.99,28.94,43.83,36.22999999999999,38.082857142857144,37.60928571428571,38.49,6.98767656732332,5.490147068627157,5.90843523249197,7.079999999999998,3.3800000000000026,10.080000000000002,37.885714285714286,1.0971428571428632,217.3,197.02857142857144,0.28000000000001335,17.5,192864.0,0,6
2025-01-20,Green Chilli,Ranchi,32.77,40.39,36.31,203.3,HIGH,0.0,19.8,45.9,206666.0,0,20,1,4,0,Rabi,1,0,0.0,38.53142857142858,33.77,41.07,33.99,28.03,36.61,36.61,35.69,36.27666666666665,37.52285714285715,37.80785714285714,38.15466666666667,7.178868792703531,5.278515494356952,5.880323550407066,-7.299999999999997,5.740000000000002,-2.8399999999999963,36.30714285714286,-1.5785714285714292,178.5,193.08571428571426,0.0,16.8,168348.0,0,6
2025-01-21,Green Chilli,Ranchi,24.41,29.61,26.83,232.9,HIGH,0.0,17.7,45.1,239184.0,1,21,1,4,0,Rabi,1,0,0.0,33.70142857142857,36.31,33.77,41.07,49.1,36.62,41.01,34.19,37.04999999999998,38.705714285714286,37.78642857142857,38.175333333333334,5.927050579455544,5.284358060340034,5.872446904287757,2.539999999999999,-12.79,-0.30999999999999517,38.53142857142858,2.2242857142857204,203.3,195.95714285714283,0.0,19.8,206666.0,0,6
2025-01-22,Green Chilli,Ranchi,29.08,36.15,32.37,221.5,HIGH,0.0,14.8,37.2,243764.0,2,22,1,4,0,Rabi,1,0,0.0,38.66142857142857,26.83,36.31,33.77,43.07,38.05,47.86,41.23,32.30333333333332,35.52428571428572,37.08714285714286,37.92999999999999,5.368435082786263,6.043779292119995,6.189845410581531,-9.480000000000004,-16.240000000000002,-11.219999999999999,33.70142857142857,-4.830000000000005,232.9,201.91428571428574,0.0,17.7,239184.0,0,6
2025-01-23,Green Chilli,Ranchi,28.28,39.22,33.37,239.2,HIGH,0.0,18.0,31.7,239469.0,3,23,1,4,0,Rabi,1,0,0.0,40.459999999999994,32.37,26.83,36.31,33.63,44.51,33.01,30.06,31.836666666666655,33.99571428571429,36.68142857142857,37.63466666666667,4.27349527959921,6.163630120612888,6.238142812338229,5.539999999999999,-1.2600000000000051,-12.14,38.66142857142857,4.960000000000001,221.5,202.41428571428574,0.0,14.8,243764.0,0,6
2025-01-24,Green Chilli,Ranchi,37.99,48.78,43.01,191.1,HIGH,0.0,19.1,51.1,186022.0,4,24,1,4,0,Rabi,1,0,0.0,37.73285714285714,33.37,32.37,26.83,33.99,35.69,43.07,51.94,30.85666666666665,33.95857142857143,35.885714285714286,37.745,4.278330782642818,5.782527680315613,6.127847543570422,1.0,-0.6200000000000045,-2.3200000000000003,40.459999999999994,1.798571428571421,239.2,212.4,0.0,18.0,239469.0,0,6
2025-01-25,Green Chilli,Ranchi,31.0,42.31,36.26,179.2,HIGH,0.0,17.9,42.3,197720.0,5,25,1,4,1,Rabi,1,0,0.0,33.49142857142857,43.01,33.37,32.37,41.07,37.48,38.19,38.54,36.24999999999998,35.24714285714286,36.40857142857143,37.447333333333326,5.479190068752761,6.08642228766016,5.609502364881386,9.64,1.9399999999999977,5.530000000000001,37.73285714285714,-2.7271428571428515,191.1,211.97142857142856,0.0,19.1,186022.0,0,6
2025-01-26,Green Chilli,Ranchi,25.42,35.38,30.05,170.9,HIGH,0.0,19.7,39.4,150176.0,6,26,1,4,1,Rabi,1,0,0.0,39.604285714285716,36.26,43.01,33.37,33.77,37.69,30.99,45.92,37.546666666666646,34.56,36.32142857142857,37.37133333333333,4.898030216321142,6.078630737949271,5.609633175869591,-6.75,2.489999999999995,-1.4299999999999997,33.49142857142857,-4.241428571428571,179.2,206.52857142857144,0.0,17.9,197720.0,0,6
2025-01-27,Green Chilli,Ranchi,33.14,46.51,39.36,187.2,HIGH,0.1,19.1,39.5,207655.0,0,27,1,5,0,Rabi,1,0,0.0,34.462857142857146,30.05,36.26,43.01,36.31,28.03,36.61,38.08,36.43999999999998,34.028571428571425,35.77571428571429,36.842333333333336,5.191070630005829,6.28573074423339,5.523300289858835,-6.209999999999997,-6.260000000000002,2.0199999999999996,39.604285714285716,6.112857142857145,170.9,205.44285714285715,0.0,19.7,150176.0,0,6
2025-01-28,Green Chilli,Ranchi,41.05,49.2,44.84,205.2,HIGH,0.0,18.5,46.7,203139.0,1,28,1,5,0,Rabi,1,0,0.0,40.69857142857143,39.36,30.05,36.26,26.83,49.1,36.62,28.94,35.223333333333315,34.464285714285715,36.585,36.885,5.531328523789756,5.931124877093927,5.5381147981277925,9.309999999999999,12.530000000000001,-9.740000000000002,34.462857142857146,-5.14142857142857,187.2,203.14285714285714,0.10000000000001333,19.1,207655.0,0,6
2025-01-29,Green Chilli,Ranchi,27.0,32.59,29.6,207.6,HIGH,0.0,14.4,47.3,191393.0,2,29,1,5,0,Rabi,1,0,0.0,34.387142857142855,44.84,39.36,30.05,32.37,43.07,38.05,36.61,38.08333333333332,37.037142857142854,36.28071428571429,37.415,5.57687999478077,5.317176035171398,5.512314583636006,5.480000000000004,12.470000000000006,1.7700000000000031,40.69857142857143,6.23571428571428,205.2,199.18571428571428,0.10000000000001333,18.5,203139.0,0,6
